,coordenadas,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,media,predictLMLOG,predictRF,predictRFlog,latitud,longitud
6732,"49,57",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,49,57
6733,"49,58",0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,2,0,1,49,58
6734,"49,59",0,0,0,0,0,0,0,0,0,2,3,5,2,0,0,0,0,0,0,1,2,1,2,49,59
6735,"49,6",43,29,45,44,49,22,28,12,18,10,13,3,2,1,0,1,3,0,0,17,4,15,12,49,6
6736,"49,60",0,0,0,0,0,0,0,0,0,0,8,27,29,1,0,0,0,0,0,3,2,4,4,49,60
6737,"49,61",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,49,61
6738,"49,63",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,49,63
6739,"49,64",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,49,64
6740,"49,65",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,49,65
6741,"49,66",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,49,66
6742,"49,68",0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,49,68
6743,"49,69",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,49,69
6744,"49,7",15,1,9,8,5,1,0,10,0,3,4,10,3,0,1,1,6,2,0,4,2,4,4,49,7
6745,"49,70",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,49,70
6746,"49,71",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,49,71
6747,"49,72",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,49,72
6748,"49,73",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,49,73
6749,"49,75",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,49,75
6750,"49,76",0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,49,76
6751,"49,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,49,77
6752,"49,78",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,49,78
6753,"49,79",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,49,79
6754,"49,8",4,1,0,3,13,4,12,3,4,4,11,16,12,12,7,9,9,5,5,7,3,7,8,49,8
6755,"49,80",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,49,80
6756,"49,81",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,49,81
6757,"49,82",0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,49,82
6758,"49,83",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2,0,1,49,83
6759,"49,84",0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,2,0,1,49,84
6760,"49,85",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,49,85
6761,"49,86",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,49,86
6762,"49,87",0,0,0,0,0,0,0,7,8,4,4,5,1,1,0,4,3,3,0,2,2,2,3,49,87
6763,"49,88",0,0,0,0,0,0,0,2,1,1,1,1,0,1,3,1,0,0,1,1,2,1,2,49,88
6764,"49,89",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1,49,89
6765,"49,9",4,1,6,10,3,3,0,2,0,1,0,2,2,1,3,0,0,0,1,2,2,2,2,49,9
6766,"49,90",0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,2,0,1,49,90
6767,"49,91",0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,2,0,2,0,1,49,91
6768,"49,92",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,49,92
6769,"49,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,49,93
6770,"49,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,49,94
6771,"49,97",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,49,97
6772,"49,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,49,98
6773,"49,99",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,49,99
6774,"5,-101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,-101
6775,"5,-103",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,5,-103
6776,"5,-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,5,-32
6777,"5,-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,5,-33
6778,"5,-45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,5,-45
6779,"5,-72",0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,3,10,1,2,1,2,5,-72
6780,"5,-73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,58,4,3,3,4,5,-73
6781,"5,-74",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,24,2,2,2,3,5,-74
6782,"5,-75",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10,1,2,1,2,5,-75
6783,"5,-76",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9,22,2,2,2,3,5,-76
6784,"5,-77",0,0,0,0,0,0,0,0,0,3,0,0,1,5,2,2,3,2,9,1,2,1,2,5,-77
6785,"5,-78",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,0,2,0,1,5,-78
6786,"5,-82",0,0,0,0,0,0,1,3,3,1,3,2,6,3,7,1,5,7,2,2,2,2,3,5,-82
6787,"5,-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,5,-99
6788,"5,117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,5,117
6789,"5,119",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,5,119
6790,"5,120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,5,120
6791,"5,123",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,2,0,0,2,0,1,5,123
6792,"5,124",0,0,0,0,0,0,0,0,1,1,2,0,3,2,1,4,2,0,4,1,2,1,2,5,124
6793,"5,125",0,0,0,0,0,0,0,4,8,3,6,2,7,6,5,7,5,10,12,4,2,4,5,5,125
6794,"5,126",0,0,0,0,0,0,1,2,8,13,9,28,7,9,16,19,25,15,20,9,3,9,10,5,126
6795,"5,127",0,0,0,0,0,0,0,1,1,2,5,15,4,5,6,5,4,5,9,3,2,3,4,5,127
6796,"5,133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,133
6797,"5,145",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,5,145
6798,"5,32",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,32
6799,"5,37",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,37
6800,"5,61",0,4,0,0,0,0,0,2,0,0,6,2,0,0,1,0,16,1,3,2,2,2,3,5,61
6801,"5,62",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,62
6802,"5,63",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,63
6803,"5,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,75
6804,"5,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,77
6805,"5,92",0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,5,92
6806,"5,93",0,0,0,0,0,0,3,6,2,0,2,0,0,0,0,1,0,2,0,1,2,1,2,5,93
6807,"5,94",0,0,0,0,0,0,19,58,17,9,10,13,4,5,8,9,7,4,3,9,2,9,10,5,94
6808,"5,95",0,0,0,0,0,0,3,14,3,1,2,0,0,1,0,4,1,1,2,2,2,2,3,5,95
6809,"5,96",0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,1,0,17,1,2,1,2,5,96
6810,"5,97",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,5,97
6811,"5,98",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,5,98
6812,"50,-0",0,0,0,0,1,0,0,2,0,0,1,0,1,4,1,0,0,0,0,1,2,1,2,50,-0
6813,"50,-1",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,1,50,-1
6814,"50,-121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,50,-121
6815,"50,-129",0,0,0,0,0,0,0,0,2,1,9,0,2,2,10,4,5,3,0,2,2,2,3,50,-129
6816,"50,-130",0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,1,6,0,1,2,1,2,50,-130
6817,"50,-132",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,-132
6818,"50,-139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,50,-139
6819,"50,-169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,50,-169
6820,"50,-170",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,1,50,-170
6821,"50,-172",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,1,50,-172
6822,"50,-173",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,4,14,1,2,1,2,50,-173
6823,"50,-174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,1,2,1,2,50,-174
6824,"50,-175",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,5,1,2,1,2,50,-175
6825,"50,-176",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,6,0,6,1,2,1,2,50,-176
6826,"50,-177",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,20,2,2,2,2,50,-177
6827,"50,-178",0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,3,0,4,1,2,1,2,50,-178
6828,"50,-179",0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4,0,2,0,1,50,-179
6829,"50,-2",0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,50,-2
6830,"50,-22",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,-22
6831,"50,-28",0,3,0,0,1,2,6,0,1,0,1,0,1,0,0,0,1,0,0,1,2,1,2,50,-28
6832,"50,-29",1,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,50,-29
6833,"50,-3",0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,50,-3
6834,"50,-30",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,-30
6835,"50,-4",0,0,0,1,0,1,0,3,1,1,0,0,0,1,0,1,0,0,1,1,2,1,2,50,-4
6836,"50,-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,50,-43
6837,"50,-5",0,0,0,0,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,50,-5
6838,"50,-6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,50,-6
6839,"50,0",0,0,0,1,0,0,0,1,0,5,6,0,0,2,3,0,0,1,0,1,2,1,2,50,0
6840,"50,1",1,0,0,0,0,0,0,11,3,2,0,1,0,2,12,2,0,0,12,2,2,2,3,50,1
6841,"50,10",1,5,0,3,1,1,0,0,0,2,2,1,3,0,2,1,1,0,0,1,2,1,2,50,10
6842,"50,100",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,50,100
6843,"50,102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,102
6844,"50,103",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,50,103
6845,"50,105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,105
6846,"50,107",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,50,107
6847,"50,11",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,50,11
6848,"50,12",0,0,17,1,1,0,1,13,25,22,423,7,6,675,15,34,55,1,3,68,4,63,40,50,12
6849,"50,13",0,0,0,0,0,0,0,45,31,47,48,19,36,50,78,65,37,1,0,24,4,24,24,50,13
6850,"50,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,50,132
6851,"50,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,50,136
6852,"50,14",0,0,0,0,0,0,0,2,4,0,4,2,3,4,7,7,3,0,0,2,2,2,3,50,14
6853,"50,142",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,9,1,2,1,2,50,142
6854,"50,143",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,50,143
6855,"50,147",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,147
6856,"50,148",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,50,148
6857,"50,149",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,50,149
6858,"50,15",0,0,0,0,0,1,1,5,3,6,3,0,2,3,8,6,3,0,0,2,2,2,3,50,15
6859,"50,150",0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,1,1,0,0,2,0,1,50,150
6860,"50,151",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,50,151
6861,"50,152",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,50,152
6862,"50,153",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,50,153
6863,"50,154",0,0,0,0,0,0,0,0,2,2,1,0,2,1,2,2,0,1,0,1,2,1,2,50,154
6864,"50,155",0,0,0,0,0,0,0,2,1,4,4,6,1,1,0,0,2,0,2,1,2,1,2,50,155
6865,"50,156",0,0,0,0,0,0,1,1,1,4,5,2,1,6,6,9,9,7,5,3,2,3,4,50,156
6866,"50,157",0,0,0,0,0,0,0,4,3,3,1,2,0,2,6,23,5,3,4,3,2,3,4,50,157
6867,"50,158",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,1,0,2,0,1,50,158
6868,"50,159",0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,1,1,0,2,0,1,50,159
6869,"50,16",0,1,0,0,0,0,1,1,0,7,19,0,2,3,2,4,0,1,0,2,2,2,3,50,16
6870,"50,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,50,160
6871,"50,163",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,163
6872,"50,17",0,0,0,0,0,0,1,1,0,3,1,2,2,2,1,0,0,0,0,1,2,1,2,50,17
6873,"50,173",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,50,173
6874,"50,175",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,50,175
6875,"50,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,50,176
6876,"50,177",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,2,0,1,50,177
6877,"50,178",0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,3,4,0,0,1,2,1,2,50,178
6878,"50,179",0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,4,4,3,7,1,2,1,2,50,179
6879,"50,18",0,4,1,4,0,1,7,5,1,89,11,16,24,10,25,31,30,27,27,16,4,16,16,50,18
6880,"50,19",0,0,0,0,0,0,0,1,2,0,1,0,2,0,5,13,31,22,7,4,2,4,5,50,19
6881,"50,2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,50,2
6882,"50,23",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,23
6883,"50,26",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,26
6884,"50,3",0,0,0,1,1,0,1,0,0,0,4,1,2,2,0,0,0,0,0,1,2,1,2,50,3
6885,"50,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,50,34
6886,"50,4",10,1,0,1,9,11,1,0,2,2,35,49,6,5,1,0,0,0,0,7,2,8,7,50,4
6887,"50,5",2,3,4,30,5,7,3,1,3,5,8,6,7,13,2,2,1,6,1,6,3,6,6,50,5
6888,"50,51",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,50,51
6889,"50,55",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,50,55
6890,"50,56",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,56
6891,"50,59",0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,2,0,1,50,59
6892,"50,6",9,9,8,11,71,29,19,10,6,9,12,17,24,7,0,7,2,11,13,14,3,14,14,50,6
6893,"50,60",0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,50,60
6894,"50,61",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,50,61
6895,"50,62",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,50,62
6896,"50,63",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,50,63
6897,"50,64",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,50,64
6898,"50,65",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,50,65
6899,"50,66",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50,66
6900,"50,67",0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,1,50,67
6901,"50,68",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,50,68
6902,"50,69",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,50,69
6903,"50,7",15,8,10,9,13,17,8,5,10,17,8,6,11,25,14,8,3,5,4,10,3,10,11,50,7
6904,"50,70",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,50,70
6905,"50,71",0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,50,71
6906,"50,72",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,50,72
6907,"50,73",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,1,50,73
6908,"50,74",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,50,74
6909,"50,75",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,50,75
6910,"50,77",0,0,0,0,0,0,0,3,2,2,1,1,0,2,0,0,0,0,0,1,2,1,2,50,77
6911,"50,78",0,0,0,0,0,0,0,2,4,3,7,5,0,3,0,0,0,0,0,1,2,1,2,50,78
6912,"50,79",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,50,79
6913,"50,8",3,2,2,0,1,2,2,1,0,2,0,2,3,3,0,4,0,1,1,2,2,2,3,50,8
6914,"50,80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,50,80
6915,"50,81",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,50,81
6916,"50,83",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,50,83
6917,"50,84",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,50,84
6918,"50,85",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,2,0,1,50,85
6919,"50,86",0,0,0,0,0,0,0,1,2,2,2,4,0,0,0,0,0,0,0,1,2,1,2,50,86
6920,"50,87",0,0,0,0,0,0,0,1,2,5,1,8,0,7,5,6,3,3,2,2,2,2,3,50,87
6921,"50,88",0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,3,2,1,0,1,2,1,2,50,88
6922,"50,89",0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,50,89
6923,"50,9",17,0,7,10,6,19,2,0,1,2,0,1,0,2,0,1,1,2,0,4,3,3,3,50,9
6924,"50,90",0,0,0,0,0,0,0,3,4,0,7,2,1,0,1,1,1,0,1,1,2,1,2,50,90
6925,"50,91",0,0,0,0,0,0,0,4,8,0,2,5,3,0,0,2,0,0,0,1,2,1,2,50,91
6926,"50,92",0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,2,0,1,50,92
6927,"50,96",0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,3,0,2,1,2,1,2,50,96
6928,"50,97",0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,2,0,1,50,97
6929,"50,98",0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,1,3,1,2,1,2,50,98
6930,"51,-0",0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,51,-0
6931,"51,-1",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,51,-1
6932,"51,-115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,51,-115
6933,"51,-129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,51,-129
6934,"51,-130",0,0,0,0,0,0,0,0,1,0,4,0,0,3,3,8,4,3,1,1,2,1,2,51,-130
6935,"51,-131",0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,3,0,1,2,1,2,51,-131
6936,"51,-132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,51,-132
6937,"51,-133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,51,-133
6938,"51,-138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,51,-138
6939,"51,-164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,51,-164
6940,"51,-166",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,1,51,-166
6941,"51,-167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,1,51,-167
6942,"51,-168",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,1,51,-168
6943,"51,-169",0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,3,5,6,1,2,1,2,51,-169
6944,"51,-170",0,0,0,0,0,0,0,0,0,2,3,0,1,0,1,2,1,2,9,1,2,1,2,51,-170
6945,"51,-171",0,0,0,0,0,0,0,0,0,0,1,0,1,8,2,4,9,3,15,2,2,2,3,51,-171
6946,"51,-172",0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,11,8,12,2,2,2,3,51,-172
6947,"51,-173",0,0,0,0,0,0,0,2,1,6,2,4,12,1,6,6,14,28,72,8,3,8,8,51,-173
6948,"51,-174",0,0,0,0,0,0,0,2,3,1,13,1,3,1,2,75,26,42,113,15,5,14,14,51,-174
6949,"51,-175",0,0,0,0,0,0,0,0,0,3,3,2,21,3,2,40,29,12,68,10,3,10,10,51,-175
6950,"51,-176",0,0,0,0,0,0,0,3,2,3,2,5,41,4,4,9,38,6,72,10,3,10,9,51,-176
6951,"51,-177",0,0,0,0,0,0,0,0,2,1,9,2,1,0,7,7,17,1,83,7,3,6,6,51,-177
6952,"51,-178",0,0,0,0,0,0,0,6,5,9,7,9,9,6,3,21,49,11,113,13,4,13,14,51,-178
6953,"51,-179",0,0,0,0,0,0,0,1,28,25,17,2,5,4,8,8,30,8,29,9,3,8,10,51,-179
6954,"51,-2",0,1,0,0,1,1,4,2,2,0,2,0,3,1,0,0,0,0,0,1,2,1,2,51,-2
6955,"51,-28",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,51,-28
6956,"51,-29",0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,51,-29
6957,"51,-3",2,3,1,2,4,5,4,7,1,1,2,5,2,4,0,0,0,1,0,2,2,2,3,51,-3
6958,"51,-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,51,-30
6959,"51,-31",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,51,-31
6960,"51,-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,51,-32
6961,"51,-4",1,0,0,0,0,1,0,2,1,0,0,2,2,1,0,0,1,0,0,1,2,1,2,51,-4
6962,"51,-81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,51,-81
6963,"51,0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,51,0
6964,"51,1",0,0,0,0,1,1,0,0,0,4,1,2,0,1,0,0,0,1,1,1,2,1,2,51,1
6965,"51,10",0,1,0,0,0,0,0,0,1,0,1,3,2,5,0,3,0,1,2,1,2,1,2,51,10
6966,"51,100",0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,1,2,0,1,1,2,1,2,51,100
6967,"51,101",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,51,101
