,coordenadas,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,media,predictLMLOG,predictRF,predictRFlog,latitud,longitud
0,"-0,-103",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-0,-103
1,"-0,-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-0,-11
2,"-0,-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-0,-12
3,"-0,-13",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,-0,-13
4,"-0,-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-0,-14
5,"-0,-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-0,-15
6,"-0,-16",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,2,0,1,-0,-16
7,"-0,-17",0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,6,1,2,1,2,-0,-17
8,"-0,-18",0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,3,1,2,1,2,-0,-18
9,"-0,-19",0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,1,2,1,1,2,1,2,-0,-19
10,"-0,-20",0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,-0,-20
11,"-0,-21",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,2,0,1,-0,-21
12,"-0,-22",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-0,-22
13,"-0,-23",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,-23
14,"-0,-24",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,-24
15,"-0,-74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-0,-74
16,"-0,-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-0,-76
17,"-0,-77",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,1,-0,-77
18,"-0,-78",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,2,0,1,-0,-78
19,"-0,-79",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-0,-79
20,"-0,-80",0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,41,2,3,2,3,-0,-80
21,"-0,-81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,-0,-81
22,"-0,-90",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,-90
23,"-0,-91",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,-91
24,"-0,-95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-0,-95
25,"-0,100",0,0,0,0,0,0,0,0,1,6,1,1,3,1,1,1,1,1,0,1,2,1,2,-0,100
26,"-0,101",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,-0,101
27,"-0,119",0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,4,1,1,0,1,2,1,2,-0,119
28,"-0,120",0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,2,5,1,2,1,2,-0,120
29,"-0,121",0,0,0,0,0,0,0,1,0,1,0,1,3,3,0,3,1,3,1,1,2,1,2,-0,121
30,"-0,122",0,0,0,0,0,0,0,0,1,2,6,2,8,2,5,5,8,11,1,3,2,3,4,-0,122
31,"-0,123",0,0,0,0,0,0,0,1,8,0,7,8,5,2,9,14,18,11,12,5,2,5,6,-0,123
32,"-0,124",0,0,0,0,0,0,0,1,4,8,6,4,6,7,5,5,7,5,5,3,2,3,4,-0,124
33,"-0,125",0,0,0,0,0,0,0,4,14,6,7,3,10,3,8,6,17,3,11,5,3,5,6,-0,125
34,"-0,126",0,0,0,0,0,0,0,1,0,3,1,1,0,4,12,0,1,1,3,1,2,1,2,-0,126
35,"-0,127",0,0,0,0,0,0,0,0,1,13,0,2,2,2,3,3,4,0,2,2,2,2,3,-0,127
36,"-0,128",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,128
37,"-0,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,-0,129
38,"-0,130",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,2,0,1,-0,130
39,"-0,131",0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,2,5,3,1,2,1,2,-0,131
40,"-0,132",0,0,0,0,0,0,0,0,0,0,2,61,3,4,3,1,3,0,2,4,2,4,4,-0,132
41,"-0,133",0,0,0,0,0,0,0,0,0,0,1,79,6,1,7,3,1,1,2,5,2,5,5,-0,133
42,"-0,134",0,0,0,0,0,0,1,0,0,1,1,4,2,0,0,1,1,1,0,1,2,1,2,-0,134
43,"-0,135",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,2,0,1,-0,135
44,"-0,136",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-0,136
45,"-0,137",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,-0,137
46,"-0,138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-0,138
47,"-0,146",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,146
48,"-0,147",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,-0,147
49,"-0,148",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,148
50,"-0,149",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-0,149
51,"-0,25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-0,25
52,"-0,29",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,-0,29
53,"-0,30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-0,30
54,"-0,33",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-0,33
55,"-0,34",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-0,34
56,"-0,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-0,36
57,"-0,67",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,-0,67
58,"-0,84",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-0,84
59,"-0,89",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-0,89
60,"-0,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,-0,91
61,"-0,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,-0,92
62,"-0,96",0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,2,0,1,-0,96
63,"-0,97",0,0,0,0,0,0,0,1,0,0,0,4,0,1,4,2,3,1,0,1,2,1,2,-0,97
64,"-0,98",0,0,0,0,0,0,0,0,0,1,1,5,1,0,3,6,2,3,0,1,2,1,2,-0,98
65,"-0,99",0,0,0,0,0,0,0,4,0,2,3,3,7,1,2,3,1,1,1,1,2,1,2,-0,99
66,"-1,-102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-1,-102
67,"-1,-103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-1,-103
68,"-1,-105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-1,-105
69,"-1,-12",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,1,-1,-12
70,"-1,-13",0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,1,1,2,1,2,1,2,-1,-13
71,"-1,-14",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,2,0,1,-1,-14
72,"-1,-15",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3,0,2,3,1,2,1,2,-1,-15
73,"-1,-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,-1,-16
74,"-1,-168",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,-168
75,"-1,-23",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,-1,-23
76,"-1,-24",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,2,0,1,-1,-24
77,"-1,-76",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-1,-76
78,"-1,-77",0,0,0,0,0,0,0,4,3,6,3,4,3,1,2,6,5,4,2,2,2,2,3,-1,-77
79,"-1,-78",0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,2,0,2,1,2,1,2,-1,-78
80,"-1,-79",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,2,0,1,-1,-79
81,"-1,-80",0,0,0,0,0,0,0,7,0,0,1,2,3,1,2,1,0,4,9,2,2,2,3,-1,-80
82,"-1,-81",0,0,0,0,0,0,0,2,1,0,0,2,1,3,2,1,0,0,0,1,2,1,2,-1,-81
83,"-1,-90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-1,-90
84,"-1,100",0,0,0,0,0,0,0,4,1,8,2,3,1,2,4,8,3,3,2,2,2,2,3,-1,100
85,"-1,101",0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,2,0,1,-1,101
86,"-1,105",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,105
87,"-1,115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,-1,115
88,"-1,116",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,-1,116
89,"-1,118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-1,118
90,"-1,119",0,0,0,0,0,0,1,1,0,2,0,2,2,2,3,2,1,1,1,1,2,1,2,-1,119
91,"-1,120",0,0,0,0,0,0,0,0,1,0,1,1,3,2,4,3,6,1,5,1,2,1,2,-1,120
92,"-1,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,-1,121
93,"-1,122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-1,122
94,"-1,123",0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,1,2,0,1,1,2,1,2,-1,123
95,"-1,124",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-1,124
96,"-1,126",0,0,0,0,0,0,0,0,0,3,1,0,0,5,3,6,3,0,4,1,2,1,2,-1,126
97,"-1,127",0,0,0,0,0,0,0,3,3,11,0,2,3,0,2,4,3,3,3,2,2,2,3,-1,127
98,"-1,128",0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1,1,1,2,1,2,1,2,-1,128
99,"-1,129",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,1,-1,129
100,"-1,131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,-1,131
101,"-1,132",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,1,-1,132
102,"-1,133",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,1,-1,133
103,"-1,134",0,0,0,0,0,0,0,1,0,0,2,0,0,0,8,1,1,0,1,1,2,1,2,-1,134
104,"-1,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,2,0,1,-1,135
105,"-1,136",0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,2,0,1,-1,136
106,"-1,137",0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,2,0,1,-1,137
107,"-1,138",0,0,0,0,0,0,0,1,0,0,1,1,0,3,2,2,1,1,4,1,2,1,2,-1,138
108,"-1,139",0,0,0,0,0,0,0,0,0,1,1,11,3,0,1,1,0,1,1,1,2,1,2,-1,139
109,"-1,140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,2,1,2,-1,140
110,"-1,141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-1,141
111,"-1,145",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,-1,145
112,"-1,146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,-1,146
113,"-1,148",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,-1,148
114,"-1,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-1,149
115,"-1,150",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,150
116,"-1,151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,-1,151
117,"-1,152",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-1,152
118,"-1,156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-1,156
119,"-1,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,-1,26
120,"-1,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-1,27
121,"-1,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-1,28
122,"-1,29",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-1,29
123,"-1,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-1,31
124,"-1,67",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,13,0,0,0,1,2,1,2,-1,67
125,"-1,68",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,0,0,0,1,2,1,2,-1,68
126,"-1,69",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,-1,69
127,"-1,88",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,88
128,"-1,89",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,89
129,"-1,97",0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,2,0,1,-1,97
130,"-1,98",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,-1,98
131,"-1,99",0,0,0,0,0,0,0,34,1,28,2,61,6,0,2,3,4,2,2,8,2,7,7,-1,99
132,"-10,-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-10,-11
133,"-10,-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-10,-12
134,"-10,-13",0,0,0,0,0,0,0,2,0,1,2,0,0,2,1,1,1,0,0,1,2,1,2,-10,-13
135,"-10,-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-10,-168
136,"-10,-57",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-10,-57
137,"-10,-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,-10,-70
138,"-10,-71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1,-10,-71
139,"-10,-72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-10,-72
140,"-10,-73",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,0,1,-10,-73
141,"-10,-74",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,3,0,2,0,1,-10,-74
142,"-10,-75",0,0,0,0,0,0,0,0,2,1,4,1,0,0,2,3,2,2,4,1,2,1,2,-10,-75
143,"-10,-76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,0,1,-10,-76
144,"-10,-77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-10,-77
145,"-10,-78",0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,7,1,2,1,2,-10,-78
146,"-10,-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,-10,-80
147,"-10,102",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-10,102
148,"-10,104",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,-10,104
149,"-10,105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-10,105
150,"-10,106",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,-10,106
151,"-10,107",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,1,2,1,2,1,2,-10,107
152,"-10,108",0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,1,0,0,0,2,0,1,-10,108
153,"-10,109",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,-10,109
154,"-10,110",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-10,110
155,"-10,111",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,1,0,2,0,1,-10,111
156,"-10,112",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,2,0,1,-10,112
157,"-10,113",0,0,0,0,0,0,0,0,1,1,2,0,2,5,50,9,2,0,1,4,2,3,4,-10,113
158,"-10,114",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,-10,114
159,"-10,115",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,1,0,0,2,0,1,-10,115
160,"-10,116",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,1,-10,116
161,"-10,117",0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,2,0,1,-10,117
162,"-10,118",0,0,0,0,0,0,0,0,1,0,1,11,0,0,1,2,3,1,2,1,2,1,2,-10,118
163,"-10,119",0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,3,1,8,1,2,1,2,-10,119
164,"-10,120",0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,5,4,0,1,2,1,2,-10,120
165,"-10,121",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,1,-10,121
166,"-10,122",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-10,122
167,"-10,123",0,0,0,0,0,0,0,0,1,1,0,1,2,3,1,3,4,3,6,1,2,1,2,-10,123
168,"-10,124",0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,1,0,3,1,2,1,2,-10,124
169,"-10,125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-10,125
170,"-10,126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-10,126
171,"-10,151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,-10,151
172,"-10,152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,-10,152
173,"-10,159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,-10,159
174,"-10,160",0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,1,0,1,14,1,2,1,2,-10,160
175,"-10,161",0,0,0,0,0,0,0,3,3,4,12,7,10,8,10,14,11,8,89,9,4,9,9,-10,161
176,"-10,162",0,0,0,0,0,0,3,1,0,1,1,3,3,2,1,2,7,4,4,2,2,2,3,-10,162
177,"-10,163",0,0,0,0,0,0,2,2,1,1,6,0,1,2,2,1,4,10,3,2,2,2,3,-10,163
178,"-10,164",0,0,0,0,0,0,0,1,3,1,6,3,2,2,3,43,1,16,6,5,3,4,5,-10,164
179,"-10,165",0,0,0,0,0,0,0,0,3,2,2,6,5,5,16,114,7,6,5,9,3,7,8,-10,165
180,"-10,166",0,0,0,0,0,0,0,1,0,4,2,1,2,2,6,39,2,6,3,4,3,3,4,-10,166
181,"-10,167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,-10,167
182,"-10,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-10,23
183,"-10,29",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-10,29
184,"-10,33",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,2,1,2,-10,33
185,"-10,34",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,-10,34
186,"-10,41",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,2,0,1,-10,41
187,"-10,42",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-10,42
188,"-10,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-10,43
189,"-10,66",0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,3,2,0,0,1,2,1,2,-10,66
190,"-10,69",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-10,69
191,"-10,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-10,87
192,"-10,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-10,91
193,"-11,-112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-11,-112
194,"-11,-12",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-11,-12
195,"-11,-13",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,0,2,0,1,-11,-13
196,"-11,-14",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,2,0,1,-11,-14
197,"-11,-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-11,-70
198,"-11,-71",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-11,-71
199,"-11,-72",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,-11,-72
200,"-11,-73",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,-11,-73
201,"-11,-74",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,1,-11,-74
202,"-11,-75",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,1,-11,-75
203,"-11,-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,1,2,1,2,-11,-76
204,"-11,-77",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,6,1,2,1,2,-11,-77
205,"-11,-78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,-11,-78
206,"-11,-79",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,-11,-79
207,"-11,110",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,-11,110
208,"-11,111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,-11,111
209,"-11,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,-11,112
210,"-11,113",0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,0,0,1,1,2,1,2,-11,113
211,"-11,115",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-11,115
212,"-11,116",0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,3,0,9,1,2,1,2,-11,116
213,"-11,117",0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,5,1,1,0,1,2,1,2,-11,117
214,"-11,118",0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,1,1,1,1,1,2,1,2,-11,118
215,"-11,119",0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,2,0,1,0,2,0,1,-11,119
216,"-11,121",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,1,-11,121
217,"-11,122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-11,122
218,"-11,124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-11,124
219,"-11,125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-11,125
220,"-11,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-11,129
221,"-11,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-11,160
222,"-11,161",0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,28,2,7,2,2,2,3,-11,161
223,"-11,162",0,0,0,0,0,0,1,3,0,2,3,0,0,1,2,1,49,4,9,4,2,4,5,-11,162
224,"-11,163",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,16,5,1,2,1,2,-11,163
225,"-11,164",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,5,0,1,2,2,2,2,-11,164
226,"-11,165",0,0,0,0,0,0,0,0,1,15,0,16,2,6,5,98,4,3,2,8,3,7,6,-11,165
227,"-11,166",0,0,0,0,0,0,0,3,5,12,3,15,9,5,4,21,12,9,11,6,3,6,7,-11,166
228,"-11,167",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,-11,167
229,"-11,168",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-11,168
230,"-11,34",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-11,34
231,"-11,42",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,-11,42
