"","coordenadas","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","media","predictLMLOG","predictRF","predictRFlog"
"2733","12,-82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"2734","12,-86",0,0,0,0,0,0,0,1,0,2,1,2,3,0,1,5,11,6,18,3,2,3,4
"2735","12,-87",0,0,0,0,0,0,0,2,2,6,7,8,3,7,9,15,25,9,18,6,3,6,7
"2736","12,-88",0,0,0,0,0,0,0,4,5,9,12,12,9,13,67,29,28,14,29,12,3,11,12
"2737","12,-89",0,0,0,0,0,0,0,2,5,1,2,4,1,2,6,5,7,4,14,3,2,3,4
"2738","12,-90",0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,1,2,1,1,2,1,2
"2739","12,-92",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"2740","12,119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
"2741","12,120",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,0,1
"2742","12,121",0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,2,0,1
"2743","12,122",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,2,0,1
"2744","12,123",0,0,0,0,0,0,0,2,1,1,2,0,2,0,2,0,0,1,1,1,2,1,2
"2745","12,124",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,3,0,1,2,1,2
"2746","12,125",0,0,0,0,0,0,0,0,1,11,7,5,0,1,5,2,0,2,8,2,2,2,3
"2747","12,126",0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,3,0,2,0,1
"2748","12,140",0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,1,1,2,1,2
"2749","12,141",0,0,0,0,0,0,0,3,2,2,6,0,31,2,1,2,0,0,2,3,2,3,3
"2750","12,142",0,0,0,0,0,0,0,0,0,3,0,2,5,3,2,4,1,1,2,1,2,1,2
"2751","12,143",0,0,0,0,0,0,1,3,0,7,11,4,7,9,6,8,5,4,11,4,2,4,5
"2752","12,144",0,0,0,0,0,0,0,0,3,3,3,5,3,7,7,1,3,1,11,2,2,2,3
"2753","12,145",0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,1,1,0,2,0,1
"2754","12,146",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1
"2755","12,147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"2756","12,39",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2757","12,40",0,0,0,0,0,0,0,192,7,5,13,10,0,0,0,0,0,0,0,12,2,8,7
"2758","12,41",0,0,0,0,1,0,0,0,1,2,3,0,2,0,0,0,0,0,0,0,2,0,1
"2759","12,42",0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2760","12,43",0,0,0,4,25,1,18,104,123,63,84,67,59,41,1,0,0,0,0,31,4,29,30
"2761","12,44",0,2,2,5,12,0,45,21,97,55,58,74,152,72,0,0,1,0,0,31,3,32,32
"2762","12,45",0,0,2,3,3,0,4,27,31,37,34,87,3,0,1,0,0,0,0,12,3,13,10
"2763","12,46",0,0,2,2,1,0,12,1,13,7,3,9,4,1,0,0,0,1,0,3,2,3,4
"2764","12,47",2,2,1,0,0,0,0,1,1,7,0,1,0,7,1,1,0,0,1,1,2,1,2
"2765","12,48",0,0,0,1,0,3,1,0,7,1,5,1,0,0,1,2,0,1,1,1,2,1,2
"2766","12,49",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2767","12,50",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1
"2768","12,51",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1
"2769","12,57",1,2,2,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,1,2,1,2
"2770","12,58",0,1,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,1,2,1,2
"2771","12,92",0,0,0,0,0,0,4,3,0,1,1,1,3,1,0,0,1,1,1,1,2,1,2
"2772","12,93",0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,2,1,2,1,2,1,2
"2773","12,94",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1
"2774","12,95",0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,4,1,1,1,2,1,2
"2775","13,-44",0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,0,1,2,1,2,1,2
"2776","13,-45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1
"2777","13,-52",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"2778","13,-55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"2779","13,-57",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1
"2780","13,-58",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,2,1,2
"2781","13,-59",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1
"2782","13,-60",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0,2,0,1
"2783","13,-76",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2784","13,-8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2785","13,-84",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
"2786","13,-86",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1
"2787","13,-87",0,0,0,0,0,0,0,0,3,1,1,3,0,1,0,0,1,0,0,1,2,1,2
"2788","13,-88",0,0,0,0,0,0,0,1,2,0,4,5,3,2,4,4,4,7,8,2,2,2,3
"2789","13,-89",0,0,0,0,0,0,1,3,5,2,10,7,4,5,16,11,12,12,9,5,2,5,6
"2790","13,-90",0,0,0,0,0,0,1,5,5,8,10,5,7,9,13,10,20,14,18,7,3,7,8
"2791","13,-91",0,0,0,0,0,0,0,0,1,1,5,1,3,1,18,16,26,11,10,5,2,5,6
"2792","13,-92",0,0,0,0,0,0,0,0,1,1,0,2,0,0,18,8,4,4,13,3,2,3,4
"2793","13,-93",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,0,2,0,1
"2794","13,118",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1
"2795","13,119",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1
"2796","13,120",0,0,0,0,0,0,1,9,6,4,15,5,6,11,9,7,6,5,12,5,3,5,6
"2797","13,121",0,0,0,0,0,0,0,1,6,1,2,0,1,0,1,3,1,0,1,1,2,1,2
"2798","13,122",0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,3,0,2,0,1
"2799","13,123",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2800","13,124",0,0,0,0,0,0,0,0,1,1,9,1,3,1,1,1,1,5,0,1,2,1,2
"2801","13,125",0,0,0,0,0,0,0,1,1,2,21,5,7,1,0,1,0,0,1,2,2,2,3
"2802","13,126",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1
"2803","13,143",0,0,0,0,0,0,0,0,1,2,0,2,0,0,3,3,0,0,0,1,2,1,2
"2804","13,144",0,0,0,0,0,0,1,2,2,6,6,3,5,2,3,7,7,13,6,3,2,3,4
"2805","13,145",0,0,0,0,0,0,0,1,4,6,0,4,4,7,3,2,4,12,7,3,2,3,4
"2806","13,146",0,0,0,0,0,0,0,1,0,1,2,2,0,1,0,1,5,12,1,1,2,1,2
"2807","13,147",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"2808","13,24",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2809","13,39",1,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1
"2810","13,40",0,0,0,0,0,0,0,2,0,2,4,0,0,1,0,0,0,0,0,0,2,0,1
"2811","13,41",0,0,0,1,0,0,0,0,1,3,0,0,0,39,4,0,0,0,0,3,2,3,3
"2812","13,42",1,0,0,1,0,0,15,4,5,2,3,3,1,4,0,0,2,0,0,2,2,2,3
"2813","13,43",0,1,3,2,2,2,12,29,35,6,15,6,5,0,1,0,0,0,0,6,3,6,7
"2814","13,44",0,3,0,1,0,2,7,3,8,2,7,6,7,3,1,0,0,0,0,3,2,3,4
"2815","13,45",0,2,4,1,0,3,0,6,6,1,4,9,20,1,0,0,0,1,2,3,2,3,4
"2816","13,46",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2817","13,47",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2818","13,48",0,0,0,0,0,0,1,2,6,3,4,1,2,0,1,0,0,0,0,1,2,1,2
"2819","13,49",0,0,1,0,1,0,3,4,0,4,0,0,1,0,2,1,0,0,0,1,2,1,2
"2820","13,50",0,1,3,3,1,1,7,5,5,2,12,4,9,1,4,2,1,0,4,3,2,3,4
"2821","13,51",2,2,1,2,0,2,2,3,10,3,5,2,1,2,0,4,1,6,3,3,2,3,4
"2822","13,56",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1
"2823","13,57",0,2,4,1,3,1,2,3,2,4,1,0,0,2,1,0,2,0,1,2,2,2,3
"2824","13,92",0,0,0,0,0,0,8,14,2,1,1,4,6,1,1,1,1,2,0,2,2,2,3
"2825","13,93",0,0,0,0,0,0,3,5,1,0,1,4,4,1,1,1,0,4,1,1,2,1,2
"2826","13,94",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
"2827","13,95",0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,1
"2828","13,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
"2829","14,-103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1
"2830","14,-19",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"2831","14,-25",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2832","14,-44",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1
"2833","14,-45",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,1
"2834","14,-58",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2835","14,-59",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,1
"2836","14,-60",0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,0,2,3,5,1,2,1,2
"2837","14,-61",0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,1,4,1,2,1,2
"2838","14,-86",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2839","14,-87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1
"2840","14,-88",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1
"2841","14,-89",0,0,0,0,0,0,0,2,0,1,3,2,0,0,2,2,2,4,3,1,2,1,2
"2842","14,-90",0,0,0,0,0,0,0,1,0,2,2,6,4,11,8,4,5,3,7,3,2,3,4
"2843","14,-91",0,0,0,0,0,0,0,6,5,9,6,8,15,10,18,19,19,14,11,7,3,8,9
"2844","14,-92",0,0,0,0,0,0,0,2,6,2,12,14,4,5,46,29,31,14,73,13,4,13,13
"2845","14,-93",0,0,0,0,0,0,0,0,2,3,10,3,3,5,23,11,18,16,40,7,3,7,8
"2846","14,-94",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,3,1,2,1,2
"2847","14,-96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1
"2848","14,117",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
"2849","14,119",0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,0,1,0,2,0,1
"2850","14,120",0,0,0,0,0,0,2,2,3,0,0,1,2,3,6,3,2,4,0,1,2,1,2
"2851","14,121",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,1
"2852","14,122",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0,2,0,1
"2853","14,123",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1
"2854","14,124",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1
"2855","14,144",0,0,0,0,0,0,0,1,0,0,0,13,4,0,1,0,1,0,0,1,2,1,2
"2856","14,145",0,0,0,0,0,0,1,1,3,2,1,2,1,1,5,2,3,1,4,1,2,1,2
"2857","14,146",0,0,0,0,0,0,5,2,2,7,0,1,2,2,4,0,0,4,1,2,2,2,2
"2858","14,147",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,2,0,1
"2859","14,152",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"2860","14,154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"2861","14,39",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2862","14,40",0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
"2863","14,41",0,0,0,0,6,0,5,0,1,1,1,1,1,0,0,0,0,0,0,1,2,1,2
"2864","14,42",1,0,1,2,22,0,4,2,10,70,5,7,3,9,4,0,0,0,0,7,3,7,6
"2865","14,43",0,0,2,0,0,3,0,4,9,14,10,1,4,1,1,0,0,0,0,3,2,3,3
"2866","14,44",0,4,0,4,0,0,0,18,7,4,8,24,31,1,2,0,0,0,0,5,2,6,6
"2867","14,45",0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1
"2868","14,46",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2869","14,47",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2870","14,50",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1
"2871","14,51",1,2,1,2,5,2,0,1,5,2,0,3,1,1,0,0,0,0,0,1,2,1,2
"2872","14,52",0,0,0,0,1,2,0,2,1,0,2,0,1,1,0,4,1,0,2,1,2,1,2
"2873","14,53",1,0,1,5,3,2,1,0,1,1,7,2,0,6,0,1,0,2,1,2,2,2,3
"2874","14,54",1,1,0,1,9,1,6,1,1,1,0,0,1,2,0,1,10,0,1,2,2,2,3
"2875","14,55",1,1,0,3,7,3,1,0,2,0,2,0,0,0,0,2,2,2,1,1,2,1,2
"2876","14,56",0,2,1,2,5,0,6,1,5,2,10,8,1,1,1,1,4,2,5,3,2,3,4
"2877","14,57",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
"2878","14,58",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
"2879","14,92",0,0,0,0,0,0,1,2,0,0,0,9,2,2,0,4,1,2,0,1,2,1,2
"2880","14,93",0,0,0,0,0,0,2,5,1,0,1,15,6,1,1,4,2,0,1,2,2,2,3
"2881","14,94",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1
"2882","14,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"2883","15,-101",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2884","15,-104",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,2,0,2,0,1
"2885","15,-105",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
"2886","15,-44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"2887","15,-45",0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,1,1,1,0,0,2,0,1
"2888","15,-46",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,2,0,1
"2889","15,-59",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1
"2890","15,-60",0,0,0,0,0,0,0,0,2,1,1,1,0,2,1,0,0,2,6,1,2,1,2
"2891","15,-61",0,0,0,0,0,0,3,4,1,6,3,1,3,3,1,1,0,2,9,2,2,2,3
"2892","15,-62",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2893","15,-85",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"2894","15,-86",0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1,2,1,2
"2895","15,-87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,2,1,2
"2896","15,-88",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,1
"2897","15,-89",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1
"2898","15,-90",0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,1
"2899","15,-91",0,0,0,0,0,0,0,1,2,2,2,2,1,2,3,5,3,6,5,2,2,2,3
"2900","15,-92",0,0,0,0,0,0,0,0,1,1,4,1,2,5,4,5,3,4,26,3,3,3,4
"2901","15,-93",0,0,0,0,0,0,0,0,0,4,3,3,3,4,2,8,3,6,64,5,3,5,5
"2902","15,-94",0,0,0,0,0,0,0,0,2,1,3,0,0,3,6,6,3,2,37,3,3,3,4
"2903","15,-95",0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,23,2,2,2,3
"2904","15,-96",0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,15,1,2,1,2
"2905","15,-97",0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,1,18,1,2,1,2
"2906","15,-98",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,19,1,2,1,2
"2907","15,108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
"2908","15,118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"2909","15,119",0,0,0,0,0,0,2,2,0,2,0,2,1,4,1,2,0,2,0,1,2,1,2
"2910","15,120",0,0,0,0,0,0,1,0,3,0,2,1,1,0,0,1,1,1,2,1,2,1,2
"2911","15,121",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,2,0,1
"2912","15,122",0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,1,0,4,1,2,1,2
"2913","15,123",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1
"2914","15,144",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1
"2915","15,145",0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,2,0,2,0,1
"2916","15,146",0,0,0,0,0,0,0,1,0,3,4,1,0,0,1,2,0,2,1,1,2,1,2
"2917","15,147",0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,4,4,1,2,1,2
"2918","15,167",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2919","15,38",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
"2920","15,39",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1
"2921","15,40",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"2922","15,41",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1
"2923","15,42",0,0,0,1,0,0,0,0,0,9,0,0,0,22,3,0,0,0,0,2,2,2,3
"2924","15,43",0,0,0,0,0,0,0,2,5,3,6,1,2,0,2,0,0,0,0,1,2,1,2
"2925","15,44",0,0,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,0,0,1,2,1,2
"2926","15,45",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1
"2927","15,46",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2928","15,47",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2929","15,48",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
"2930","15,49",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2931","15,51",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2932","15,54",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2933","15,55",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2934","15,59",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1
"2935","15,96",0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,0,1
"2936","16,-100",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,31,2,3,2,3
"2937","16,-101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,1
"2938","16,-105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"2939","16,-115",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
"2940","16,-122",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"2941","16,-16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2942","16,-46",0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,1,0,2,0,1
"2943","16,-47",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2944","16,-48",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1
"2945","16,-60",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,5,1,2,1,2
"2946","16,-61",0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,3,0,2,0,1
"2947","16,-62",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1
"2948","16,-84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"2949","16,-85",0,0,0,0,0,0,0,1,0,0,2,1,1,1,2,2,0,1,1,1,2,1,2
"2950","16,-86",0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,2,1,2,1,2
"2951","16,-87",0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,1,2,1,2,1,2
"2952","16,-90",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,1
"2953","16,-91",0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,2,0,1
"2954","16,-92",0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,1,0,0,2,0,1
"2955","16,-93",0,0,0,0,0,0,0,0,1,1,2,3,0,1,0,2,1,3,13,1,2,1,2
"2956","16,-94",0,0,0,0,0,0,0,0,2,0,1,3,2,3,6,5,3,4,38,4,3,4,4
"2957","16,-95",0,0,0,0,0,0,0,2,1,1,1,1,2,0,2,3,2,1,31,2,3,2,3
"2958","16,-96",0,0,0,0,0,0,0,0,1,2,0,1,5,2,3,2,2,5,12,2,2,2,3
"2959","16,-97",0,0,0,0,0,0,0,0,1,3,1,1,1,1,15,4,3,5,122,8,4,7,7
"2960","16,-98",0,0,0,0,0,0,0,4,2,4,2,3,3,5,62,19,14,11,198,17,6,15,14
"2961","16,-99",0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,3,1,0,41,3,3,3,3
"2962","16,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"2963","16,119",0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,3,5,1,2,1,2
"2964","16,120",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,2,0,1
"2965","16,121",0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,3,0,2,0,1
"2966","16,122",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,1
"2967","16,124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"2968","16,144",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1
"2969","16,145",0,0,0,0,0,0,0,6,1,0,7,3,3,0,0,1,1,5,3,2,2,2,3
"2970","16,146",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,1,2,0,2,0,1
"2971","16,147",0,0,0,0,0,0,0,2,0,1,2,0,3,1,1,1,1,3,1,1,2,1,2
"2972","16,148",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1
"2973","16,38",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1
"2974","16,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"2975","16,40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1
"2976","16,41",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1
"2977","16,42",0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1
"2978","16,43",0,0,0,1,0,0,1,2,1,2,7,2,2,0,0,0,0,0,0,1,2,1,2
"2979","16,53",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
"2980","16,59",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2981","16,92",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2982","16,93",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2983","16,94",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
"2984","16,95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
"2985","16,96",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"2986","17,-100",0,0,0,0,0,0,0,0,0,4,1,3,3,0,0,3,12,1,33,3,3,3,4
"2987","17,-101",0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,7,0,28,2,3,2,3
