;Coordenadas;RECENCIA;FRECUENCIA;MAGNITUD
16041;-45,21;0;0;0
16042;-45,22;0;0;0
16043;-45,23;0;0;0
16044;-45,24;0;0;0
16045;-45,25;0;0;0
16046;-45,26;0;0;0
16047;-45,27;0;0;0
16048;-45,28;0;0;0
16049;-45,29;0;0;0
16050;-45,30;0;0;0
16051;-45,31;0;0;0
16052;-45,32;0;0;0
16053;-45,33;0;0;0
16054;-45,34;0;0;0
16055;-45,35;0;0;0
16056;-45,36;0;0;0
16057;-45,37;0;0;0
16058;-45,38;0;0;0
16059;-45,39;0;0;0
16060;-45,40;0;0;0
16061;-45,41;0;0;0
16062;-45,42;0;0;0
16063;-45,43;0;0;0
16064;-45,44;0;0;0
16065;-45,45;0;0;0
16066;-45,46;0;0;0
16067;-45,47;0;0;0
16068;-45,48;0;0;0
16069;-45,49;0;0;0
16070;-45,50;0;0;0
16071;-45,51;0;0;0
16072;-45,52;0;0;0
16073;-45,53;0;0;0
16074;-45,54;0;0;0
16075;-45,55;0;0;0
16076;-45,56;0;0;0
16077;-45,57;0;0;0
16078;-45,58;0;0;0
16079;-45,59;0;0;0
16080;-45,60;0;0;0
16081;-45,61;0;0;0
16082;-45,62;0;0;0
16083;-45,63;0;0;0
16084;-45,64;0;0;0
16085;-45,65;0;0;0
16086;-45,66;0;0;0
16087;-45,67;0;0;0
16088;-45,68;0;0;0
16089;-45,69;0;0;0
16090;-45,70;0;0;0
16091;-45,71;0;0;0
16092;-45,72;0;0;0
16093;-45,73;0;0;0
16094;-45,74;0;0;0
16095;-45,75;0;0;0
16096;-45,76;0;0;0
16097;-45,77;0;0;0
16098;-45,78;0;0;0
16099;-45,79;0;0;0
16100;-45,80;0;0;0
16101;-45,81;0;0;0
16102;-45,82;0;0;0
16103;-45,83;0;0;0
16104;-45,84;0;0;0
16105;-45,85;0;0;0
16106;-45,86;0;0;0
16107;-45,87;0;0;0
16108;-45,88;0;0;0
16109;-45,89;0;0;0
16110;-45,90;0;0;0
16111;-45,91;0;0;0
16112;-45,92;0;0;0
16113;-45,93;0;0;0
16114;-45,94;0;0;0
16115;-45,95;0;0;0
16116;-45,96;0;0;0
16117;-45,97;0;0;0
16118;-45,98;0;0;0
16119;-45,99;0;0;0
16120;-45,100;0;0;0
16121;-45,101;0;0;0
16122;-45,102;0;0;0
16123;-45,103;0;0;0
16124;-45,104;0;0;0
16125;-45,105;0;0;0
16126;-45,106;0;0;0
16127;-45,107;0;0;0
16128;-45,108;0;0;0
16129;-45,109;0;0;0
16130;-45,110;0;0;0
16131;-45,111;0;0;0
16132;-45,112;0;0;0
16133;-45,113;0;0;0
16134;-45,114;0;0;0
16135;-45,115;0;0;0
16136;-45,116;0;0;0
16137;-45,117;0;0;0
16138;-45,118;0;0;0
16139;-45,119;0;0;0
16140;-45,120;0;0;0
16141;-45,121;0;0;0
16142;-45,122;0;0;0
16143;-45,123;0;0;0
16144;-45,124;0;0;0
16145;-45,125;0;0;0
16146;-45,126;0;0;0
16147;-45,127;0;0;0
16148;-45,128;0;0;0
16149;-45,129;0;0;0
16150;-45,130;0;0;0
16151;-45,131;0;0;0
16152;-45,132;0;0;0
16153;-45,133;0;0;0
16154;-45,134;0;0;0
16155;-45,135;0;0;0
16156;-45,136;0;0;0
16157;-45,137;0;0;0
16158;-45,138;0;0;0
16159;-45,139;0;0;0
16160;-45,140;0;0;0
16161;-45,141;0;0;0
16162;-45,142;0;0;0
16163;-45,143;0;0;0
16164;-45,144;0;0;0
16165;-45,145;0;0;0
16166;-45,146;0;0;0
16167;-45,147;0;0;0
16168;-45,148;0;0;0
16169;-45,149;0;0;0
16170;-45,150;0;0;0
16171;-45,151;0;0;0
16172;-45,152;0;0;0
16173;-45,153;0;0;0
16174;-45,154;0;0;0
16175;-45,155;0;0;0
16176;-45,156;0;0;0
16177;-45,157;0;0;0
16178;-45,158;0;0;0
16179;-45,159;0;0;0
16180;-45,160;0;0;0
16181;-45,161;0;0;0
16182;-45,162;0;0;0
16183;-45,163;0;0;0
16184;-45,164;0;0;0
16185;-45,165;0;0;0
16186;-45,166;0;0;0
16187;-45,167;0;0;0
16188;-45,168;0;0;0
16189;-45,169;0;0;0
16190;-45,170;0;0;0
16191;-45,171;0;0;0
16192;-45,172;0;0;0
16193;-45,173;0;0;0
16194;-45,174;0;0;0
16195;-45,175;0;0;0
16196;-45,176;0;0;0
16197;-45,177;0;0;0
16198;-45,178;0;0;0
16199;-45,179;0;0;0
16200;-44,-179;0;0;0
16201;-44,-178;0;0;0
16202;-44,-177;0;0;0
16203;-44,-176;0;0;0
16204;-44,-175;0;0;0
16205;-44,-174;0;0;0
16206;-44,-173;0;0;0
16207;-44,-172;0;0;0
16208;-44,-171;0;0;0
16209;-44,-170;0;0;0
16210;-44,-169;0;0;0
16211;-44,-168;0;0;0
16212;-44,-167;0;0;0
16213;-44,-166;0;0;0
16214;-44,-165;0;0;0
16215;-44,-164;0;0;0
16216;-44,-163;0;0;0
16217;-44,-162;0;0;0
16218;-44,-161;0;0;0
16219;-44,-160;0;0;0
16220;-44,-159;0;0;0
16221;-44,-158;0;0;0
16222;-44,-157;0;0;0
16223;-44,-156;0;0;0
16224;-44,-155;0;0;0
16225;-44,-154;0;0;0
16226;-44,-153;0;0;0
16227;-44,-152;0;0;0
16228;-44,-151;0;0;0
16229;-44,-150;0;0;0
16230;-44,-149;0;0;0
16231;-44,-148;0;0;0
16232;-44,-147;0;0;0
16233;-44,-146;0;0;0
16234;-44,-145;0;0;0
16235;-44,-144;0;0;0
16236;-44,-143;0;0;0
16237;-44,-142;0;0;0
16238;-44,-141;0;0;0
16239;-44,-140;0;0;0
16240;-44,-139;0;0;0
16241;-44,-138;0;0;0
16242;-44,-137;0;0;0
16243;-44,-136;0;0;0
16244;-44,-135;0;0;0
16245;-44,-134;0;0;0
16246;-44,-133;0;0;0
16247;-44,-132;0;0;0
16248;-44,-131;0;0;0
16249;-44,-130;0;0;0
16250;-44,-129;0;0;0
16251;-44,-128;0;0;0
16252;-44,-127;0;0;0
16253;-44,-126;0;0;0
16254;-44,-125;0;0;0
16255;-44,-124;0;0;0
16256;-44,-123;0;0;0
16257;-44,-122;0;0;0
16258;-44,-121;0;0;0
16259;-44,-120;0;0;0
16260;-44,-119;0;0;0
16261;-44,-118;0;0;0
16262;-44,-117;0;0;0
16263;-44,-116;0;0;0
16264;-44,-115;0;0;0
16265;-44,-114;0;0;0
16266;-44,-113;0;0;0
16267;-44,-112;0;0;0
16268;-44,-111;0;0;0
16269;-44,-110;0;0;0
16270;-44,-109;0;0;0
16271;-44,-108;0;0;0
16272;-44,-107;0;0;0
16273;-44,-106;0;0;0
16274;-44,-105;0;0;0
16275;-44,-104;0;0;0
16276;-44,-103;0;0;0
16277;-44,-102;0;0;0
16278;-44,-101;0;0;0
16279;-44,-100;0;0;0
16280;-44,-99;0;0;0
16281;-44,-98;0;0;0
16282;-44,-97;0;0;0
16283;-44,-96;0;0;0
16284;-44,-95;0;0;0
16285;-44,-94;0;0;0
16286;-44,-93;0;0;0
16287;-44,-92;0;0;0
16288;-44,-91;0;0;0
16289;-44,-90;0;0;0
16290;-44,-89;0;0;0
16291;-44,-88;0;0;0
16292;-44,-87;0;0;0
16293;-44,-86;0;0;0
16294;-44,-85;0;0;0
16295;-44,-84;0;0;0
16296;-44,-83;0;0;0
16297;-44,-82;0;0;0
16298;-44,-81;0;0;0
16299;-44,-80;0;0;0
16300;-44,-79;0;0;0
16301;-44,-78;0;0;0
16302;-44,-77;0;0;0
16303;-44,-76;0;0;0
16304;-44,-75;0;0;0
16305;-44,-74;0;0;0
16306;-44,-73;0;0;0
16307;-44,-72;0;0;0
16308;-44,-71;0;0;0
16309;-44,-70;0;0;0
16310;-44,-69;0;0;0
16311;-44,-68;0;0;0
16312;-44,-67;0;0;0
16313;-44,-66;0;0;0
16314;-44,-65;0;0;0
16315;-44,-64;0;0;0
16316;-44,-63;0;0;0
16317;-44,-62;0;0;0
16318;-44,-61;0;0;0
16319;-44,-60;0;0;0
16320;-44,-59;0;0;0
16321;-44,-58;0;0;0
16322;-44,-57;0;0;0
16323;-44,-56;0;0;0
16324;-44,-55;0;0;0
16325;-44,-54;0;0;0
16326;-44,-53;0;0;0
16327;-44,-52;0;0;0
16328;-44,-51;0;0;0
16329;-44,-50;0;0;0
16330;-44,-49;0;0;0
16331;-44,-48;0;0;0
16332;-44,-47;0;0;0
16333;-44,-46;0;0;0
16334;-44,-45;0;0;0
16335;-44,-44;0;0;0
16336;-44,-43;0;0;0
16337;-44,-42;0;0;0
16338;-44,-41;0;0;0
16339;-44,-40;0;0;0
16340;-44,-39;0;0;0
16341;-44,-38;0;0;0
16342;-44,-37;0;0;0
16343;-44,-36;0;0;0
16344;-44,-35;0;0;0
16345;-44,-34;0;0;0
16346;-44,-33;0;0;0
16347;-44,-32;0;0;0
16348;-44,-31;0;0;0
16349;-44,-30;0;0;0
16350;-44,-29;0;0;0
16351;-44,-28;0;0;0
16352;-44,-27;0;0;0
16353;-44,-26;0;0;0
16354;-44,-25;0;0;0
16355;-44,-24;0;0;0
16356;-44,-23;0;0;0
16357;-44,-22;0;0;0
16358;-44,-21;0;0;0
16359;-44,-20;0;0;0
16360;-44,-19;0;0;0
16361;-44,-18;0;0;0
16362;-44,-17;0;0;0
16363;-44,-16;0;0;0
16364;-44,-15;0;0;0
16365;-44,-14;0;0;0
16366;-44,-13;0;0;0
16367;-44,-12;0;0;0
16368;-44,-11;0;0;0
16369;-44,-10;0;0;0
16370;-44,-9;0;0;0
16371;-44,-8;0;0;0
16372;-44,-7;0;0;0
16373;-44,-6;0;0;0
16374;-44,-5;0;0;0
16375;-44,-4;0;0;0
16376;-44,-3;0;0;0
16377;-44,-2;0;0;0
16378;-44,-1;0;0;0
16379;-44,-0;0;0;0
16380;-44,0;0;0;0
16381;-44,1;0;0;0
16382;-44,2;0;0;0
16383;-44,3;0;0;0
16384;-44,4;0;0;0
16385;-44,5;0;0;0
16386;-44,6;0;0;0
16387;-44,7;0;0;0
16388;-44,8;0;0;0
16389;-44,9;0;0;0
16390;-44,10;0;0;0
16391;-44,11;0;0;0
16392;-44,12;0;0;0
16393;-44,13;0;0;0
16394;-44,14;0;0;0
16395;-44,15;0;0;0
16396;-44,16;0;0;0
16397;-44,17;0;0;0
16398;-44,18;0;0;0
16399;-44,19;0;0;0
16400;-44,20;0;0;0
16401;-44,21;0;0;0
16402;-44,22;0;0;0
16403;-44,23;0;0;0
16404;-44,24;0;0;0
16405;-44,25;0;0;0
16406;-44,26;0;0;0
16407;-44,27;0;0;0
16408;-44,28;0;0;0
16409;-44,29;0;0;0
16410;-44,30;0;0;0
16411;-44,31;0;0;0
16412;-44,32;0;0;0
16413;-44,33;0;0;0
16414;-44,34;0;0;0
16415;-44,35;0;0;0
16416;-44,36;0;0;0
16417;-44,37;0;0;0
16418;-44,38;0;0;0
16419;-44,39;0;0;0
16420;-44,40;0;0;0
16421;-44,41;0;0;0
16422;-44,42;0;0;0
16423;-44,43;0;0;0
16424;-44,44;0;0;0
16425;-44,45;0;0;0
16426;-44,46;0;0;0
16427;-44,47;0;0;0
16428;-44,48;0;0;0
16429;-44,49;0;0;0
16430;-44,50;0;0;0
16431;-44,51;0;0;0
16432;-44,52;0;0;0
16433;-44,53;0;0;0
16434;-44,54;0;0;0
16435;-44,55;0;0;0
16436;-44,56;0;0;0
16437;-44,57;0;0;0
16438;-44,58;0;0;0
16439;-44,59;0;0;0
16440;-44,60;0;0;0
16441;-44,61;0;0;0
16442;-44,62;0;0;0
16443;-44,63;0;0;0
16444;-44,64;0;0;0
16445;-44,65;0;0;0
16446;-44,66;0;0;0
16447;-44,67;0;0;0
16448;-44,68;0;0;0
16449;-44,69;0;0;0
16450;-44,70;0;0;0
16451;-44,71;0;0;0
16452;-44,72;0;0;0
16453;-44,73;0;0;0
16454;-44,74;0;0;0
16455;-44,75;0;0;0
16456;-44,76;0;0;0
16457;-44,77;0;0;0
16458;-44,78;0;0;0
16459;-44,79;0;0;0
16460;-44,80;0;0;0
16461;-44,81;0;0;0
16462;-44,82;0;0;0
16463;-44,83;0;0;0
16464;-44,84;0;0;0
16465;-44,85;0;0;0
16466;-44,86;0;0;0
16467;-44,87;0;0;0
16468;-44,88;0;0;0
16469;-44,89;0;0;0
16470;-44,90;0;0;0
16471;-44,91;0;0;0
16472;-44,92;0;0;0
16473;-44,93;0;0;0
16474;-44,94;0;0;0
16475;-44,95;0;0;0
16476;-44,96;0;0;0
16477;-44,97;0;0;0
16478;-44,98;0;0;0
16479;-44,99;0;0;0
16480;-44,100;0;0;0
16481;-44,101;0;0;0
16482;-44,102;0;0;0
16483;-44,103;0;0;0
16484;-44,104;0;0;0
16485;-44,105;0;0;0
16486;-44,106;0;0;0
16487;-44,107;0;0;0
16488;-44,108;0;0;0
16489;-44,109;0;0;0
16490;-44,110;0;0;0
16491;-44,111;0;0;0
16492;-44,112;0;0;0
16493;-44,113;0;0;0
16494;-44,114;0;0;0
16495;-44,115;0;0;0
16496;-44,116;0;0;0
16497;-44,117;0;0;0
16498;-44,118;0;0;0
16499;-44,119;0;0;0
16500;-44,120;0;0;0
16501;-44,121;0;0;0
16502;-44,122;0;0;0
16503;-44,123;0;0;0
16504;-44,124;0;0;0
16505;-44,125;0;0;0
16506;-44,126;0;0;0
16507;-44,127;0;0;0
16508;-44,128;0;0;0
16509;-44,129;0;0;0
16510;-44,130;0;0;0
16511;-44,131;0;0;0
16512;-44,132;0;0;0
16513;-44,133;0;0;0
16514;-44,134;0;0;0
16515;-44,135;0;0;0
16516;-44,136;0;0;0
16517;-44,137;0;0;0
16518;-44,138;0;0;0
16519;-44,139;0;0;0
16520;-44,140;0;0;0
16521;-44,141;0;0;0
16522;-44,142;0;0;0
16523;-44,143;0;0;0
16524;-44,144;0;0;0
16525;-44,145;0;0;0
16526;-44,146;0;0;0
16527;-44,147;0;0;0
16528;-44,148;0;0;0
16529;-44,149;0;0;0
16530;-44,150;0;0;0
16531;-44,151;0;0;0
16532;-44,152;0;0;0
16533;-44,153;0;0;0
16534;-44,154;0;0;0
16535;-44,155;0;0;0
16536;-44,156;0;0;0
16537;-44,157;0;0;0
16538;-44,158;0;0;0
16539;-44,159;0;0;0
16540;-44,160;0;0;0
16541;-44,161;0;0;0
16542;-44,162;0;0;0
16543;-44,163;0;0;0
16544;-44,164;0;0;0
16545;-44,165;0;0;0
16546;-44,166;0;0;0
16547;-44,167;0;0;0
16548;-44,168;0;0;0
16549;-44,169;0;0;0
16550;-44,170;0;0;0
16551;-44,171;0;0;0
16552;-44,172;0;0;0
16553;-44,173;0;0;0
16554;-44,174;0;0;0
16555;-44,175;0;0;0
16556;-44,176;0;0;0
16557;-44,177;0;0;0
16558;-44,178;0;0;0
16559;-44,179;0;0;0
16560;-43,-179;0;0;0
16561;-43,-178;0;0;0
16562;-43,-177;0;0;0
16563;-43,-176;0;0;0
16564;-43,-175;0;0;0
16565;-43,-174;0;0;0
16566;-43,-173;0;0;0
16567;-43,-172;0;0;0
16568;-43,-171;0;0;0
16569;-43,-170;0;0;0
16570;-43,-169;0;0;0
16571;-43,-168;0;0;0
16572;-43,-167;0;0;0
16573;-43,-166;0;0;0
16574;-43,-165;0;0;0
16575;-43,-164;0;0;0
16576;-43,-163;0;0;0
16577;-43,-162;0;0;0
16578;-43,-161;0;0;0
16579;-43,-160;0;0;0
16580;-43,-159;0;0;0
16581;-43,-158;0;0;0
16582;-43,-157;0;0;0
16583;-43,-156;0;0;0
16584;-43,-155;0;0;0
16585;-43,-154;0;0;0
16586;-43,-153;0;0;0
16587;-43,-152;0;0;0
16588;-43,-151;0;0;0
16589;-43,-150;0;0;0
16590;-43,-149;0;0;0
16591;-43,-148;0;0;0
16592;-43,-147;0;0;0
16593;-43,-146;0;0;0
16594;-43,-145;0;0;0
16595;-43,-144;0;0;0
16596;-43,-143;0;0;0
16597;-43,-142;0;0;0
16598;-43,-141;0;0;0
16599;-43,-140;0;0;0
16600;-43,-139;0;0;0
16601;-43,-138;0;0;0
16602;-43,-137;0;0;0
16603;-43,-136;0;0;0
16604;-43,-135;0;0;0
16605;-43,-134;0;0;0
16606;-43,-133;0;0;0
16607;-43,-132;0;0;0
16608;-43,-131;0;0;0
16609;-43,-130;0;0;0
16610;-43,-129;0;0;0
16611;-43,-128;0;0;0
16612;-43,-127;0;0;0
16613;-43,-126;0;0;0
16614;-43,-125;0;0;0
16615;-43,-124;0;0;0
16616;-43,-123;0;0;0
16617;-43,-122;0;0;0
16618;-43,-121;0;0;0
16619;-43,-120;0;0;0
16620;-43,-119;0;0;0
16621;-43,-118;0;0;0
16622;-43,-117;0;0;0
16623;-43,-116;0;0;0
16624;-43,-115;0;0;0
16625;-43,-114;0;0;0
16626;-43,-113;0;0;0
16627;-43,-112;0;0;0
16628;-43,-111;0;0;0
16629;-43,-110;0;0;0
16630;-43,-109;0;0;0
16631;-43,-108;0;0;0
16632;-43,-107;0;0;0
16633;-43,-106;0;0;0
16634;-43,-105;0;0;0
16635;-43,-104;0;0;0
16636;-43,-103;0;0;0
16637;-43,-102;0;0;0
16638;-43,-101;0;0;0
16639;-43,-100;0;0;0
16640;-43,-99;0;0;0
16641;-43,-98;0;0;0
16642;-43,-97;0;0;0
16643;-43,-96;0;0;0
16644;-43,-95;0;0;0
16645;-43,-94;0;0;0
16646;-43,-93;0;0;0
16647;-43,-92;0;0;0
16648;-43,-91;0;0;0
16649;-43,-90;0;0;0
16650;-43,-89;0;0;0
16651;-43,-88;0;0;0
16652;-43,-87;0;0;0
16653;-43,-86;0;0;0
16654;-43,-85;0;0;0
16655;-43,-84;0;0;0
16656;-43,-83;0;0;0
16657;-43,-82;0;0;0
16658;-43,-81;0;0;0
16659;-43,-80;0;0;0
16660;-43,-79;0;0;0
16661;-43,-78;0;0;0
16662;-43,-77;0;0;0
16663;-43,-76;0;0;0
16664;-43,-75;0;0;0
16665;-43,-74;0;0;0
16666;-43,-73;0;0;0
16667;-43,-72;0;0;0
16668;-43,-71;0;0;0
16669;-43,-70;0;0;0
16670;-43,-69;0;0;0
16671;-43,-68;0;0;0
16672;-43,-67;0;0;0
16673;-43,-66;0;0;0
16674;-43,-65;0;0;0
16675;-43,-64;0;0;0
16676;-43,-63;0;0;0
16677;-43,-62;0;0;0
16678;-43,-61;0;0;0
16679;-43,-60;0;0;0
16680;-43,-59;0;0;0
16681;-43,-58;0;0;0
16682;-43,-57;0;0;0
16683;-43,-56;0;0;0
16684;-43,-55;0;0;0
16685;-43,-54;0;0;0
16686;-43,-53;0;0;0
16687;-43,-52;0;0;0
16688;-43,-51;0;0;0
16689;-43,-50;0;0;0
16690;-43,-49;0;0;0
16691;-43,-48;0;0;0
16692;-43,-47;0;0;0
16693;-43,-46;0;0;0
16694;-43,-45;0;0;0
16695;-43,-44;0;0;0
16696;-43,-43;0;0;0
16697;-43,-42;0;0;0
16698;-43,-41;0;0;0
16699;-43,-40;0;0;0
16700;-43,-39;0;0;0
16701;-43,-38;0;0;0
16702;-43,-37;0;0;0
16703;-43,-36;0;0;0
16704;-43,-35;0;0;0
16705;-43,-34;0;0;0
16706;-43,-33;0;0;0
16707;-43,-32;0;0;0
16708;-43,-31;0;0;0
16709;-43,-30;0;0;0
16710;-43,-29;0;0;0
16711;-43,-28;0;0;0
16712;-43,-27;0;0;0
16713;-43,-26;0;0;0
16714;-43,-25;0;0;0
16715;-43,-24;0;0;0
16716;-43,-23;0;0;0
16717;-43,-22;0;0;0
16718;-43,-21;0;0;0
16719;-43,-20;0;0;0
16720;-43,-19;0;0;0
16721;-43,-18;0;0;0
16722;-43,-17;0;0;0
16723;-43,-16;0;0;0
16724;-43,-15;0;0;0
16725;-43,-14;0;0;0
16726;-43,-13;0;0;0
16727;-43,-12;0;0;0
16728;-43,-11;0;0;0
16729;-43,-10;0;0;0
16730;-43,-9;0;0;0
16731;-43,-8;0;0;0
16732;-43,-7;0;0;0
16733;-43,-6;0;0;0
16734;-43,-5;0;0;0
16735;-43,-4;0;0;0
16736;-43,-3;0;0;0
16737;-43,-2;0;0;0
16738;-43,-1;0;0;0
16739;-43,-0;0;0;0
16740;-43,0;0;0;0
16741;-43,1;0;0;0
16742;-43,2;0;0;0
16743;-43,3;0;0;0
16744;-43,4;0;0;0
16745;-43,5;0;0;0
16746;-43,6;0;0;0
16747;-43,7;0;0;0
16748;-43,8;0;0;0
16749;-43,9;0;0;0
16750;-43,10;0;0;0
16751;-43,11;0;0;0
16752;-43,12;0;0;0
16753;-43,13;0;0;0
16754;-43,14;0;0;0
16755;-43,15;0;0;0
16756;-43,16;0;0;0
16757;-43,17;0;0;0
16758;-43,18;0;0;0
16759;-43,19;0;0;0
16760;-43,20;0;0;0
16761;-43,21;0;0;0
16762;-43,22;0;0;0
16763;-43,23;0;0;0
16764;-43,24;0;0;0
16765;-43,25;0;0;0
16766;-43,26;0;0;0
16767;-43,27;0;0;0
16768;-43,28;0;0;0
16769;-43,29;0;0;0
16770;-43,30;0;0;0
16771;-43,31;0;0;0
16772;-43,32;0;0;0
16773;-43,33;0;0;0
16774;-43,34;0;0;0
16775;-43,35;0;0;0
16776;-43,36;0;0;0
16777;-43,37;0;0;0
16778;-43,38;0;0;0
16779;-43,39;0;0;0
16780;-43,40;0;0;0
16781;-43,41;0;0;0
16782;-43,42;0;0;0
16783;-43,43;0;0;0
16784;-43,44;0;0;0
16785;-43,45;0;0;0
16786;-43,46;0;0;0
16787;-43,47;0;0;0
16788;-43,48;0;0;0
16789;-43,49;0;0;0
16790;-43,50;0;0;0
16791;-43,51;0;0;0
16792;-43,52;0;0;0
16793;-43,53;0;0;0
16794;-43,54;0;0;0
16795;-43,55;0;0;0
16796;-43,56;0;0;0
16797;-43,57;0;0;0
16798;-43,58;0;0;0
16799;-43,59;0;0;0
16800;-43,60;0;0;0
16801;-43,61;0;0;0
16802;-43,62;0;0;0
16803;-43,63;0;0;0
16804;-43,64;0;0;0
16805;-43,65;0;0;0
16806;-43,66;0;0;0
16807;-43,67;0;0;0
16808;-43,68;0;0;0
16809;-43,69;0;0;0
16810;-43,70;0;0;0
16811;-43,71;0;0;0
16812;-43,72;0;0;0
16813;-43,73;0;0;0
16814;-43,74;0;0;0
16815;-43,75;0;0;0
16816;-43,76;0;0;0
16817;-43,77;0;0;0
16818;-43,78;0;0;0
16819;-43,79;0;0;0
16820;-43,80;0;0;0
16821;-43,81;0;0;0
16822;-43,82;0;0;0
16823;-43,83;0;0;0
16824;-43,84;0;0;0
16825;-43,85;0;0;0
16826;-43,86;0;0;0
16827;-43,87;0;0;0
16828;-43,88;0;0;0
16829;-43,89;0;0;0
16830;-43,90;0;0;0
16831;-43,91;0;0;0
16832;-43,92;0;0;0
16833;-43,93;0;0;0
16834;-43,94;0;0;0
16835;-43,95;0;0;0
16836;-43,96;0;0;0
16837;-43,97;0;0;0
16838;-43,98;0;0;0
16839;-43,99;0;0;0
16840;-43,100;0;0;0
16841;-43,101;0;0;0
16842;-43,102;0;0;0
16843;-43,103;0;0;0
16844;-43,104;0;0;0
16845;-43,105;0;0;0
16846;-43,106;0;0;0
16847;-43,107;0;0;0
16848;-43,108;0;0;0
16849;-43,109;0;0;0
16850;-43,110;0;0;0
16851;-43,111;0;0;0
16852;-43,112;0;0;0
16853;-43,113;0;0;0
16854;-43,114;0;0;0
16855;-43,115;0;0;0
16856;-43,116;0;0;0
16857;-43,117;0;0;0
16858;-43,118;0;0;0
16859;-43,119;0;0;0
16860;-43,120;0;0;0
16861;-43,121;0;0;0
16862;-43,122;0;0;0
16863;-43,123;0;0;0
16864;-43,124;0;0;0
16865;-43,125;0;0;0
16866;-43,126;0;0;0
16867;-43,127;0;0;0
16868;-43,128;0;0;0
16869;-43,129;0;0;0
16870;-43,130;0;0;0
16871;-43,131;0;0;0
16872;-43,132;0;0;0
16873;-43,133;0;0;0
16874;-43,134;0;0;0
16875;-43,135;0;0;0
16876;-43,136;0;0;0
16877;-43,137;0;0;0
16878;-43,138;0;0;0
16879;-43,139;0;0;0
16880;-43,140;0;0;0
16881;-43,141;0;0;0
16882;-43,142;0;0;0
16883;-43,143;0;0;0
16884;-43,144;0;0;0
16885;-43,145;0;0;0
16886;-43,146;0;0;0
16887;-43,147;0;0;0
16888;-43,148;0;0;0
16889;-43,149;0;0;0
16890;-43,150;0;0;0
16891;-43,151;0;0;0
16892;-43,152;0;0;0
16893;-43,153;0;0;0
16894;-43,154;0;0;0
16895;-43,155;0;0;0
16896;-43,156;0;0;0
16897;-43,157;0;0;0
16898;-43,158;0;0;0
16899;-43,159;0;0;0
16900;-43,160;0;0;0
16901;-43,161;0;0;0
16902;-43,162;0;0;0
16903;-43,163;0;0;0
16904;-43,164;0;0;0
16905;-43,165;0;0;0
16906;-43,166;0;0;0
16907;-43,167;0;0;0
16908;-43,168;0;0;0
16909;-43,169;0;0;0
16910;-43,170;0;0;0
16911;-43,171;0;0;0
16912;-43,172;0;0;0
16913;-43,173;0;0;0
16914;-43,174;0;0;0
16915;-43,175;0;0;0
16916;-43,176;0;0;0
16917;-43,177;0;0;0
16918;-43,178;0;0;0
16919;-43,179;0;0;0
16920;-42,-179;0;0;0
16921;-42,-178;0;0;0
16922;-42,-177;0;0;0
16923;-42,-176;0;0;0
16924;-42,-175;0;0;0
16925;-42,-174;0;0;0
16926;-42,-173;0;0;0
16927;-42,-172;0;0;0
16928;-42,-171;0;0;0
16929;-42,-170;0;0;0
16930;-42,-169;0;0;0
16931;-42,-168;0;0;0
16932;-42,-167;0;0;0
16933;-42,-166;0;0;0
16934;-42,-165;0;0;0
16935;-42,-164;0;0;0
16936;-42,-163;0;0;0
16937;-42,-162;0;0;0
16938;-42,-161;0;0;0
16939;-42,-160;0;0;0
16940;-42,-159;0;0;0
16941;-42,-158;0;0;0
16942;-42,-157;0;0;0
16943;-42,-156;0;0;0
16944;-42,-155;0;0;0
16945;-42,-154;0;0;0
16946;-42,-153;0;0;0
16947;-42,-152;0;0;0
16948;-42,-151;0;0;0
16949;-42,-150;0;0;0
16950;-42,-149;0;0;0
16951;-42,-148;0;0;0
16952;-42,-147;0;0;0
16953;-42,-146;0;0;0
16954;-42,-145;0;0;0
16955;-42,-144;0;0;0
16956;-42,-143;0;0;0
16957;-42,-142;0;0;0
16958;-42,-141;0;0;0
16959;-42,-140;0;0;0
16960;-42,-139;0;0;0
16961;-42,-138;0;0;0
16962;-42,-137;0;0;0
16963;-42,-136;0;0;0
16964;-42,-135;0;0;0
16965;-42,-134;0;0;0
16966;-42,-133;0;0;0
16967;-42,-132;0;0;0
16968;-42,-131;0;0;0
16969;-42,-130;0;0;0
16970;-42,-129;0;0;0
16971;-42,-128;0;0;0
16972;-42,-127;0;0;0
16973;-42,-126;0;0;0
16974;-42,-125;0;0;0
16975;-42,-124;0;0;0
16976;-42,-123;0;0;0
16977;-42,-122;0;0;0
16978;-42,-121;0;0;0
16979;-42,-120;0;0;0
16980;-42,-119;0;0;0
16981;-42,-118;0;0;0
16982;-42,-117;0;0;0
16983;-42,-116;0;0;0
16984;-42,-115;0;0;0
16985;-42,-114;0;0;0
16986;-42,-113;0;0;0
16987;-42,-112;0;0;0
16988;-42,-111;0;0;0
16989;-42,-110;0;0;0
16990;-42,-109;0;0;0
16991;-42,-108;0;0;0
16992;-42,-107;0;0;0
16993;-42,-106;0;0;0
16994;-42,-105;0;0;0
16995;-42,-104;0;0;0
16996;-42,-103;0;0;0
16997;-42,-102;0;0;0
16998;-42,-101;0;0;0
16999;-42,-100;0;0;0
17000;-42,-99;0;0;0
17001;-42,-98;0;0;0
17002;-42,-97;0;0;0
17003;-42,-96;0;0;0
17004;-42,-95;0;0;0
17005;-42,-94;0;0;0
