;Coordenadas;RECENCIA;FRECUENCIA;MAGNITUD
24794;-21,134;0;0;0
24795;-21,135;0;0;0
24796;-21,136;0;0;0
24797;-21,137;0;0;0
24798;-21,138;0;0;0
24799;-21,139;0;0;0
24800;-21,140;0;0;0
24801;-21,141;0;0;0
24802;-21,142;0;0;0
24803;-21,143;0;0;0
24804;-21,144;0;0;0
24805;-21,145;0;0;0
24806;-21,146;0;0;0
24807;-21,147;0;0;0
24808;-21,148;0;0;0
24809;-21,149;0;0;0
24810;-21,150;0;0;0
24811;-21,151;0;0;0
24812;-21,152;0;0;0
24813;-21,153;0;0;0
24814;-21,154;0;0;0
24815;-21,155;0;0;0
24816;-21,156;0;0;0
24817;-21,157;0;0;0
24818;-21,158;0;0;0
24819;-21,159;0;0;0
24820;-21,160;0;0;0
24821;-21,161;0;0;0
24822;-21,162;0;0;0
24823;-21,163;0;0;0
24824;-21,164;0;0;0
24825;-21,165;0;0;0
24826;-21,166;0;0;0
24827;-21,167;0;0;0
24828;-21,168;0;0;0
24829;-21,169;0;0;0
24830;-21,170;0;0;0
24831;-21,171;0;0;0
24832;-21,172;0;0;0
24833;-21,173;0;0;0
24834;-21,174;0;0;0
24835;-21,175;0;0;0
24836;-21,176;0;0;0
24837;-21,177;0;0;0
24838;-21,178;0;0;0
24839;-21,179;0;0;0
24840;-20,-179;0;0;0
24841;-20,-178;0;0;0
24842;-20,-177;0;0;0
24843;-20,-176;0;0;0
24844;-20,-175;0;0;0
24845;-20,-174;0;0;0
24846;-20,-173;0;0;0
24847;-20,-172;0;0;0
24848;-20,-171;0;0;0
24849;-20,-170;0;0;0
24850;-20,-169;0;0;0
24851;-20,-168;0;0;0
24852;-20,-167;0;0;0
24853;-20,-166;0;0;0
24854;-20,-165;0;0;0
24855;-20,-164;0;0;0
24856;-20,-163;0;0;0
24857;-20,-162;0;0;0
24858;-20,-161;0;0;0
24859;-20,-160;0;0;0
24860;-20,-159;0;0;0
24861;-20,-158;0;0;0
24862;-20,-157;0;0;0
24863;-20,-156;0;0;0
24864;-20,-155;0;0;0
24865;-20,-154;0;0;0
24866;-20,-153;0;0;0
24867;-20,-152;0;0;0
24868;-20,-151;0;0;0
24869;-20,-150;0;0;0
24870;-20,-149;0;0;0
24871;-20,-148;0;0;0
24872;-20,-147;0;0;0
24873;-20,-146;0;0;0
24874;-20,-145;0;0;0
24875;-20,-144;0;0;0
24876;-20,-143;0;0;0
24877;-20,-142;0;0;0
24878;-20,-141;0;0;0
24879;-20,-140;0;0;0
24880;-20,-139;0;0;0
24881;-20,-138;0;0;0
24882;-20,-137;0;0;0
24883;-20,-136;0;0;0
24884;-20,-135;0;0;0
24885;-20,-134;0;0;0
24886;-20,-133;0;0;0
24887;-20,-132;0;0;0
24888;-20,-131;0;0;0
24889;-20,-130;0;0;0
24890;-20,-129;0;0;0
24891;-20,-128;0;0;0
24892;-20,-127;0;0;0
24893;-20,-126;0;0;0
24894;-20,-125;0;0;0
24895;-20,-124;0;0;0
24896;-20,-123;0;0;0
24897;-20,-122;0;0;0
24898;-20,-121;0;0;0
24899;-20,-120;0;0;0
24900;-20,-119;0;0;0
24901;-20,-118;0;0;0
24902;-20,-117;0;0;0
24903;-20,-116;0;0;0
24904;-20,-115;0;0;0
24905;-20,-114;0;0;0
24906;-20,-113;0;0;0
24907;-20,-112;0;0;0
24908;-20,-111;0;0;0
24909;-20,-110;0;0;0
24910;-20,-109;0;0;0
24911;-20,-108;0;0;0
24912;-20,-107;0;0;0
24913;-20,-106;0;0;0
24914;-20,-105;0;0;0
24915;-20,-104;0;0;0
24916;-20,-103;0;0;0
24917;-20,-102;0;0;0
24918;-20,-101;0;0;0
24919;-20,-100;0;0;0
24920;-20,-99;0;0;0
24921;-20,-98;0;0;0
24922;-20,-97;0;0;0
24923;-20,-96;0;0;0
24924;-20,-95;0;0;0
24925;-20,-94;0;0;0
24926;-20,-93;0;0;0
24927;-20,-92;0;0;0
24928;-20,-91;0;0;0
24929;-20,-90;0;0;0
24930;-20,-89;0;0;0
24931;-20,-88;0;0;0
24932;-20,-87;0;0;0
24933;-20,-86;0;0;0
24934;-20,-85;0;0;0
24935;-20,-84;0;0;0
24936;-20,-83;0;0;0
24937;-20,-82;0;0;0
24938;-20,-81;0;0;0
24939;-20,-80;0;0;0
24940;-20,-79;0;0;0
24941;-20,-78;0;0;0
24942;-20,-77;0;0;0
24943;-20,-76;0;0;0
24944;-20,-75;0;0;0
24945;-20,-74;0;0;0
24946;-20,-73;0;0;0
24947;-20,-72;0;0;0
24948;-20,-71;0;0;0
24949;-20,-70;0;0;0
24950;-20,-69;0;0;0
24951;-20,-68;0;0;0
24952;-20,-67;0;0;0
24953;-20,-66;0;0;0
24954;-20,-65;0;0;0
24955;-20,-64;0;0;0
24956;-20,-63;0;0;0
24957;-20,-62;0;0;0
24958;-20,-61;0;0;0
24959;-20,-60;0;0;0
24960;-20,-59;0;0;0
24961;-20,-58;0;0;0
24962;-20,-57;0;0;0
24963;-20,-56;0;0;0
24964;-20,-55;0;0;0
24965;-20,-54;0;0;0
24966;-20,-53;0;0;0
24967;-20,-52;0;0;0
24968;-20,-51;0;0;0
24969;-20,-50;0;0;0
24970;-20,-49;0;0;0
24971;-20,-48;0;0;0
24972;-20,-47;0;0;0
24973;-20,-46;0;0;0
24974;-20,-45;0;0;0
24975;-20,-44;0;0;0
24976;-20,-43;0;0;0
24977;-20,-42;0;0;0
24978;-20,-41;0;0;0
24979;-20,-40;0;0;0
24980;-20,-39;0;0;0
24981;-20,-38;0;0;0
24982;-20,-37;0;0;0
24983;-20,-36;0;0;0
24984;-20,-35;0;0;0
24985;-20,-34;0;0;0
24986;-20,-33;0;0;0
24987;-20,-32;0;0;0
24988;-20,-31;0;0;0
24989;-20,-30;0;0;0
24990;-20,-29;0;0;0
24991;-20,-28;0;0;0
24992;-20,-27;0;0;0
24993;-20,-26;0;0;0
24994;-20,-25;0;0;0
24995;-20,-24;0;0;0
24996;-20,-23;0;0;0
24997;-20,-22;0;0;0
24998;-20,-21;0;0;0
24999;-20,-20;0;0;0
25000;-20,-19;0;0;0
25001;-20,-18;0;0;0
25002;-20,-17;0;0;0
25003;-20,-16;0;0;0
25004;-20,-15;0;0;0
25005;-20,-14;0;0;0
25006;-20,-13;0;0;0
25007;-20,-12;0;0;0
25008;-20,-11;0;0;0
25009;-20,-10;0;0;0
25010;-20,-9;0;0;0
25011;-20,-8;0;0;0
25012;-20,-7;0;0;0
25013;-20,-6;0;0;0
25014;-20,-5;0;0;0
25015;-20,-4;0;0;0
25016;-20,-3;0;0;0
25017;-20,-2;0;0;0
25018;-20,-1;0;0;0
25019;-20,-0;0;0;0
25020;-20,0;0;0;0
25021;-20,1;0;0;0
25022;-20,2;0;0;0
25023;-20,3;0;0;0
25024;-20,4;0;0;0
25025;-20,5;0;0;0
25026;-20,6;0;0;0
25027;-20,7;0;0;0
25028;-20,8;0;0;0
25029;-20,9;0;0;0
25030;-20,10;0;0;0
25031;-20,11;0;0;0
25032;-20,12;0;0;0
25033;-20,13;0;0;0
25034;-20,14;0;0;0
25035;-20,15;0;0;0
25036;-20,16;0;0;0
25037;-20,17;0;0;0
25038;-20,18;0;0;0
25039;-20,19;0;0;0
25040;-20,20;0;0;0
25041;-20,21;0;0;0
25042;-20,22;0;0;0
25043;-20,23;0;0;0
25044;-20,24;0;0;0
25045;-20,25;0;0;0
25046;-20,26;0;0;0
25047;-20,27;0;0;0
25048;-20,28;0;0;0
25049;-20,29;0;0;0
25050;-20,30;0;0;0
25051;-20,31;0;0;0
25052;-20,32;0;0;0
25053;-20,33;0;0;0
25054;-20,34;0;0;0
25055;-20,35;0;0;0
25056;-20,36;0;0;0
25057;-20,37;0;0;0
25058;-20,38;0;0;0
25059;-20,39;0;0;0
25060;-20,40;0;0;0
25061;-20,41;0;0;0
25062;-20,42;0;0;0
25063;-20,43;0;0;0
25064;-20,44;0;0;0
25065;-20,45;0;0;0
25066;-20,46;0;0;0
25067;-20,47;0;0;0
25068;-20,48;0;0;0
25069;-20,49;0;0;0
25070;-20,50;0;0;0
25071;-20,51;0;0;0
25072;-20,52;0;0;0
25073;-20,53;0;0;0
25074;-20,54;0;0;0
25075;-20,55;0;0;0
25076;-20,56;0;0;0
25077;-20,57;0;0;0
25078;-20,58;0;0;0
25079;-20,59;0;0;0
25080;-20,60;0;0;0
25081;-20,61;0;0;0
25082;-20,62;0;0;0
25083;-20,63;0;0;0
25084;-20,64;0;0;0
25085;-20,65;0;0;0
25086;-20,66;0;0;0
25087;-20,67;0;0;0
25088;-20,68;0;0;0
25089;-20,69;0;0;0
25090;-20,70;0;0;0
25091;-20,71;0;0;0
25092;-20,72;0;0;0
25093;-20,73;0;0;0
25094;-20,74;0;0;0
25095;-20,75;0;0;0
25096;-20,76;0;0;0
25097;-20,77;0;0;0
25098;-20,78;0;0;0
25099;-20,79;0;0;0
25100;-20,80;0;0;0
25101;-20,81;0;0;0
25102;-20,82;0;0;0
25103;-20,83;0;0;0
25104;-20,84;0;0;0
25105;-20,85;0;0;0
25106;-20,86;0;0;0
25107;-20,87;0;0;0
25108;-20,88;0;0;0
25109;-20,89;0;0;0
25110;-20,90;0;0;0
25111;-20,91;0;0;0
25112;-20,92;0;0;0
25113;-20,93;0;0;0
25114;-20,94;0;0;0
25115;-20,95;0;0;0
25116;-20,96;0;0;0
25117;-20,97;0;0;0
25118;-20,98;0;0;0
25119;-20,99;0;0;0
25120;-20,100;0;0;0
25121;-20,101;0;0;0
25122;-20,102;0;0;0
25123;-20,103;0;0;0
25124;-20,104;0;0;0
25125;-20,105;0;0;0
25126;-20,106;0;0;0
25127;-20,107;0;0;0
25128;-20,108;0;0;0
25129;-20,109;0;0;0
25130;-20,110;0;0;0
25131;-20,111;0;0;0
25132;-20,112;0;0;0
25133;-20,113;0;0;0
25134;-20,114;0;0;0
25135;-20,115;0;0;0
25136;-20,116;0;0;0
25137;-20,117;0;0;0
25138;-20,118;0;0;0
25139;-20,119;0;0;0
25140;-20,120;0;0;0
25141;-20,121;0;0;0
25142;-20,122;0;0;0
25143;-20,123;0;0;0
25144;-20,124;0;0;0
25145;-20,125;0;0;0
25146;-20,126;0;0;0
25147;-20,127;0;0;0
25148;-20,128;0;0;0
25149;-20,129;0;0;0
25150;-20,130;0;0;0
25151;-20,131;0;0;0
25152;-20,132;0;0;0
25153;-20,133;0;0;0
25154;-20,134;0;0;0
25155;-20,135;0;0;0
25156;-20,136;0;0;0
25157;-20,137;0;0;0
25158;-20,138;0;0;0
25159;-20,139;0;0;0
25160;-20,140;0;0;0
25161;-20,141;0;0;0
25162;-20,142;0;0;0
25163;-20,143;0;0;0
25164;-20,144;0;0;0
25165;-20,145;0;0;0
25166;-20,146;0;0;0
25167;-20,147;0;0;0
25168;-20,148;0;0;0
25169;-20,149;0;0;0
25170;-20,150;0;0;0
25171;-20,151;0;0;0
25172;-20,152;0;0;0
25173;-20,153;0;0;0
25174;-20,154;0;0;0
25175;-20,155;0;0;0
25176;-20,156;0;0;0
25177;-20,157;0;0;0
25178;-20,158;0;0;0
25179;-20,159;0;0;0
25180;-20,160;0;0;0
25181;-20,161;0;0;0
25182;-20,162;0;0;0
25183;-20,163;0;0;0
25184;-20,164;0;0;0
25185;-20,165;0;0;0
25186;-20,166;0;0;0
25187;-20,167;0;0;0
25188;-20,168;0;0;0
25189;-20,169;0;0;0
25190;-20,170;0;0;0
25191;-20,171;0;0;0
25192;-20,172;0;0;0
25193;-20,173;0;0;0
25194;-20,174;0;0;0
25195;-20,175;0;0;0
25196;-20,176;0;0;0
25197;-20,177;0;0;0
25198;-20,178;0;0;0
25199;-20,179;0;0;0
25200;-19,-179;0;0;0
25201;-19,-178;0;0;0
25202;-19,-177;0;0;0
25203;-19,-176;0;0;0
25204;-19,-175;0;0;0
25205;-19,-174;0;0;0
25206;-19,-173;0;0;0
25207;-19,-172;0;0;0
25208;-19,-171;0;0;0
25209;-19,-170;0;0;0
25210;-19,-169;0;0;0
25211;-19,-168;0;0;0
25212;-19,-167;0;0;0
25213;-19,-166;0;0;0
25214;-19,-165;0;0;0
25215;-19,-164;0;0;0
25216;-19,-163;0;0;0
25217;-19,-162;0;0;0
25218;-19,-161;0;0;0
25219;-19,-160;0;0;0
25220;-19,-159;0;0;0
25221;-19,-158;0;0;0
25222;-19,-157;0;0;0
25223;-19,-156;0;0;0
25224;-19,-155;0;0;0
25225;-19,-154;0;0;0
25226;-19,-153;0;0;0
25227;-19,-152;0;0;0
25228;-19,-151;0;0;0
25229;-19,-150;0;0;0
25230;-19,-149;0;0;0
25231;-19,-148;0;0;0
25232;-19,-147;0;0;0
25233;-19,-146;0;0;0
25234;-19,-145;0;0;0
25235;-19,-144;0;0;0
25236;-19,-143;0;0;0
25237;-19,-142;0;0;0
25238;-19,-141;0;0;0
25239;-19,-140;0;0;0
25240;-19,-139;0;0;0
25241;-19,-138;0;0;0
25242;-19,-137;0;0;0
25243;-19,-136;0;0;0
25244;-19,-135;0;0;0
25245;-19,-134;0;0;0
25246;-19,-133;0;0;0
25247;-19,-132;0;0;0
25248;-19,-131;0;0;0
25249;-19,-130;0;0;0
25250;-19,-129;0;0;0
25251;-19,-128;0;0;0
25252;-19,-127;0;0;0
25253;-19,-126;0;0;0
25254;-19,-125;0;0;0
25255;-19,-124;0;0;0
25256;-19,-123;0;0;0
25257;-19,-122;0;0;0
25258;-19,-121;0;0;0
25259;-19,-120;0;0;0
25260;-19,-119;0;0;0
25261;-19,-118;0;0;0
25262;-19,-117;0;0;0
25263;-19,-116;0;0;0
25264;-19,-115;0;0;0
25265;-19,-114;0;0;0
25266;-19,-113;0;0;0
25267;-19,-112;0;0;0
25268;-19,-111;0;0;0
25269;-19,-110;0;0;0
25270;-19,-109;0;0;0
25271;-19,-108;0;0;0
25272;-19,-107;0;0;0
25273;-19,-106;0;0;0
25274;-19,-105;0;0;0
25275;-19,-104;0;0;0
25276;-19,-103;0;0;0
25277;-19,-102;0;0;0
25278;-19,-101;0;0;0
25279;-19,-100;0;0;0
25280;-19,-99;0;0;0
25281;-19,-98;0;0;0
25282;-19,-97;0;0;0
25283;-19,-96;0;0;0
25284;-19,-95;0;0;0
25285;-19,-94;0;0;0
25286;-19,-93;0;0;0
25287;-19,-92;0;0;0
25288;-19,-91;0;0;0
25289;-19,-90;0;0;0
25290;-19,-89;0;0;0
25291;-19,-88;0;0;0
25292;-19,-87;0;0;0
25293;-19,-86;0;0;0
25294;-19,-85;0;0;0
25295;-19,-84;0;0;0
25296;-19,-83;0;0;0
25297;-19,-82;0;0;0
25298;-19,-81;0;0;0
25299;-19,-80;0;0;0
25300;-19,-79;0;0;0
25301;-19,-78;0;0;0
25302;-19,-77;0;0;0
25303;-19,-76;0;0;0
25304;-19,-75;0;0;0
25305;-19,-74;0;0;0
25306;-19,-73;0;0;0
25307;-19,-72;0;0;0
25308;-19,-71;0;0;0
25309;-19,-70;0;0;0
25310;-19,-69;0;0;0
25311;-19,-68;0;0;0
25312;-19,-67;0;0;0
25313;-19,-66;0;0;0
25314;-19,-65;0;0;0
25315;-19,-64;0;0;0
25316;-19,-63;0;0;0
25317;-19,-62;0;0;0
25318;-19,-61;0;0;0
25319;-19,-60;0;0;0
25320;-19,-59;0;0;0
25321;-19,-58;0;0;0
25322;-19,-57;0;0;0
25323;-19,-56;0;0;0
25324;-19,-55;0;0;0
25325;-19,-54;0;0;0
25326;-19,-53;0;0;0
25327;-19,-52;0;0;0
25328;-19,-51;0;0;0
25329;-19,-50;0;0;0
25330;-19,-49;0;0;0
25331;-19,-48;0;0;0
25332;-19,-47;0;0;0
25333;-19,-46;0;0;0
25334;-19,-45;0;0;0
25335;-19,-44;0;0;0
25336;-19,-43;0;0;0
25337;-19,-42;0;0;0
25338;-19,-41;0;0;0
25339;-19,-40;0;0;0
25340;-19,-39;0;0;0
25341;-19,-38;0;0;0
25342;-19,-37;0;0;0
25343;-19,-36;0;0;0
25344;-19,-35;0;0;0
25345;-19,-34;0;0;0
25346;-19,-33;0;0;0
25347;-19,-32;0;0;0
25348;-19,-31;0;0;0
25349;-19,-30;0;0;0
25350;-19,-29;0;0;0
25351;-19,-28;0;0;0
25352;-19,-27;0;0;0
25353;-19,-26;0;0;0
25354;-19,-25;0;0;0
25355;-19,-24;0;0;0
25356;-19,-23;0;0;0
25357;-19,-22;0;0;0
25358;-19,-21;0;0;0
25359;-19,-20;0;0;0
25360;-19,-19;0;0;0
25361;-19,-18;0;0;0
25362;-19,-17;0;0;0
25363;-19,-16;0;0;0
25364;-19,-15;0;0;0
25365;-19,-14;0;0;0
25366;-19,-13;0;0;0
25367;-19,-12;0;0;0
25368;-19,-11;0;0;0
25369;-19,-10;0;0;0
25370;-19,-9;0;0;0
25371;-19,-8;0;0;0
25372;-19,-7;0;0;0
25373;-19,-6;0;0;0
25374;-19,-5;0;0;0
25375;-19,-4;0;0;0
25376;-19,-3;0;0;0
25377;-19,-2;0;0;0
25378;-19,-1;0;0;0
25379;-19,-0;0;0;0
25380;-19,0;0;0;0
25381;-19,1;0;0;0
25382;-19,2;0;0;0
25383;-19,3;0;0;0
25384;-19,4;0;0;0
25385;-19,5;0;0;0
25386;-19,6;0;0;0
25387;-19,7;0;0;0
25388;-19,8;0;0;0
25389;-19,9;0;0;0
25390;-19,10;0;0;0
25391;-19,11;0;0;0
25392;-19,12;0;0;0
25393;-19,13;0;0;0
25394;-19,14;0;0;0
25395;-19,15;0;0;0
25396;-19,16;0;0;0
25397;-19,17;0;0;0
25398;-19,18;0;0;0
25399;-19,19;0;0;0
25400;-19,20;0;0;0
25401;-19,21;0;0;0
25402;-19,22;0;0;0
25403;-19,23;0;0;0
25404;-19,24;0;0;0
25405;-19,25;0;0;0
25406;-19,26;0;0;0
25407;-19,27;0;0;0
25408;-19,28;0;0;0
25409;-19,29;0;0;0
25410;-19,30;0;0;0
25411;-19,31;0;0;0
25412;-19,32;0;0;0
25413;-19,33;0;0;0
25414;-19,34;0;0;0
25415;-19,35;0;0;0
25416;-19,36;0;0;0
25417;-19,37;0;0;0
25418;-19,38;0;0;0
25419;-19,39;0;0;0
25420;-19,40;0;0;0
25421;-19,41;0;0;0
25422;-19,42;0;0;0
25423;-19,43;0;0;0
25424;-19,44;0;0;0
25425;-19,45;0;0;0
25426;-19,46;0;0;0
25427;-19,47;0;0;0
25428;-19,48;0;0;0
25429;-19,49;0;0;0
25430;-19,50;0;0;0
25431;-19,51;0;0;0
25432;-19,52;0;0;0
25433;-19,53;0;0;0
25434;-19,54;0;0;0
25435;-19,55;0;0;0
25436;-19,56;0;0;0
25437;-19,57;0;0;0
25438;-19,58;0;0;0
25439;-19,59;0;0;0
25440;-19,60;0;0;0
25441;-19,61;0;0;0
25442;-19,62;0;0;0
25443;-19,63;0;0;0
25444;-19,64;0;0;0
25445;-19,65;0;0;0
25446;-19,66;0;0;0
25447;-19,67;0;0;0
25448;-19,68;0;0;0
25449;-19,69;0;0;0
25450;-19,70;0;0;0
25451;-19,71;0;0;0
25452;-19,72;0;0;0
25453;-19,73;0;0;0
25454;-19,74;0;0;0
25455;-19,75;0;0;0
25456;-19,76;0;0;0
25457;-19,77;0;0;0
25458;-19,78;0;0;0
25459;-19,79;0;0;0
25460;-19,80;0;0;0
25461;-19,81;0;0;0
25462;-19,82;0;0;0
25463;-19,83;0;0;0
25464;-19,84;0;0;0
25465;-19,85;0;0;0
25466;-19,86;0;0;0
25467;-19,87;0;0;0
25468;-19,88;0;0;0
25469;-19,89;0;0;0
25470;-19,90;0;0;0
25471;-19,91;0;0;0
25472;-19,92;0;0;0
25473;-19,93;0;0;0
25474;-19,94;0;0;0
25475;-19,95;0;0;0
25476;-19,96;0;0;0
25477;-19,97;0;0;0
25478;-19,98;0;0;0
25479;-19,99;0;0;0
25480;-19,100;0;0;0
25481;-19,101;0;0;0
25482;-19,102;0;0;0
25483;-19,103;0;0;0
25484;-19,104;0;0;0
25485;-19,105;0;0;0
25486;-19,106;0;0;0
25487;-19,107;0;0;0
25488;-19,108;0;0;0
25489;-19,109;0;0;0
25490;-19,110;0;0;0
25491;-19,111;0;0;0
25492;-19,112;0;0;0
25493;-19,113;0;0;0
25494;-19,114;0;0;0
25495;-19,115;0;0;0
25496;-19,116;0;0;0
25497;-19,117;0;0;0
25498;-19,118;0;0;0
25499;-19,119;0;0;0
25500;-19,120;0;0;0
25501;-19,121;0;0;0
25502;-19,122;0;0;0
25503;-19,123;0;0;0
25504;-19,124;0;0;0
25505;-19,125;0;0;0
25506;-19,126;0;0;0
25507;-19,127;0;0;0
25508;-19,128;0;0;0
25509;-19,129;0;0;0
25510;-19,130;0;0;0
25511;-19,131;0;0;0
25512;-19,132;0;0;0
25513;-19,133;0;0;0
25514;-19,134;0;0;0
25515;-19,135;0;0;0
25516;-19,136;0;0;0
25517;-19,137;0;0;0
25518;-19,138;0;0;0
25519;-19,139;0;0;0
25520;-19,140;0;0;0
25521;-19,141;0;0;0
25522;-19,142;0;0;0
25523;-19,143;0;0;0
25524;-19,144;0;0;0
25525;-19,145;0;0;0
25526;-19,146;0;0;0
25527;-19,147;0;0;0
25528;-19,148;0;0;0
25529;-19,149;0;0;0
25530;-19,150;0;0;0
25531;-19,151;0;0;0
25532;-19,152;0;0;0
25533;-19,153;0;0;0
25534;-19,154;0;0;0
25535;-19,155;0;0;0
25536;-19,156;0;0;0
25537;-19,157;0;0;0
25538;-19,158;0;0;0
25539;-19,159;0;0;0
25540;-19,160;0;0;0
25541;-19,161;0;0;0
25542;-19,162;0;0;0
25543;-19,163;0;0;0
25544;-19,164;0;0;0
25545;-19,165;0;0;0
25546;-19,166;0;0;0
25547;-19,167;0;0;0
25548;-19,168;0;0;0
25549;-19,169;0;0;0
25550;-19,170;0;0;0
25551;-19,171;0;0;0
25552;-19,172;0;0;0
25553;-19,173;0;0;0
25554;-19,174;0;0;0
25555;-19,175;0;0;0
25556;-19,176;0;0;0
25557;-19,177;0;0;0
25558;-19,178;0;0;0
25559;-19,179;0;0;0
25560;-18,-179;0;0;0
25561;-18,-178;0;0;0
25562;-18,-177;0;0;0
25563;-18,-176;0;0;0
25564;-18,-175;0;0;0
25565;-18,-174;0;0;0
25566;-18,-173;0;0;0
25567;-18,-172;0;0;0
25568;-18,-171;0;0;0
25569;-18,-170;0;0;0
25570;-18,-169;0;0;0
25571;-18,-168;0;0;0
25572;-18,-167;0;0;0
25573;-18,-166;0;0;0
25574;-18,-165;0;0;0
25575;-18,-164;0;0;0
25576;-18,-163;0;0;0
25577;-18,-162;0;0;0
25578;-18,-161;0;0;0
25579;-18,-160;0;0;0
25580;-18,-159;0;0;0
25581;-18,-158;0;0;0
25582;-18,-157;0;0;0
25583;-18,-156;0;0;0
25584;-18,-155;0;0;0
25585;-18,-154;0;0;0
25586;-18,-153;0;0;0
25587;-18,-152;0;0;0
25588;-18,-151;0;0;0
25589;-18,-150;0;0;0
25590;-18,-149;0;0;0
25591;-18,-148;0;0;0
25592;-18,-147;0;0;0
25593;-18,-146;0;0;0
25594;-18,-145;0;0;0
25595;-18,-144;0;0;0
25596;-18,-143;0;0;0
25597;-18,-142;0;0;0
25598;-18,-141;0;0;0
25599;-18,-140;0;0;0
25600;-18,-139;0;0;0
25601;-18,-138;0;0;0
25602;-18,-137;0;0;0
25603;-18,-136;0;0;0
25604;-18,-135;0;0;0
25605;-18,-134;0;0;0
25606;-18,-133;0;0;0
25607;-18,-132;0;0;0
25608;-18,-131;0;0;0
25609;-18,-130;0;0;0
25610;-18,-129;0;0;0
25611;-18,-128;0;0;0
25612;-18,-127;0;0;0
25613;-18,-126;0;0;0
25614;-18,-125;0;0;0
25615;-18,-124;0;0;0
25616;-18,-123;0;0;0
25617;-18,-122;0;0;0
25618;-18,-121;0;0;0
25619;-18,-120;0;0;0
25620;-18,-119;0;0;0
25621;-18,-118;0;0;0
25622;-18,-117;0;0;0
25623;-18,-116;0;0;0
25624;-18,-115;0;0;0
25625;-18,-114;0;0;0
25626;-18,-113;0;0;0
25627;-18,-112;0;0;0
25628;-18,-111;0;0;0
25629;-18,-110;0;0;0
25630;-18,-109;0;0;0
25631;-18,-108;0;0;0
25632;-18,-107;0;0;0
25633;-18,-106;0;0;0
25634;-18,-105;0;0;0
25635;-18,-104;0;0;0
25636;-18,-103;0;0;0
25637;-18,-102;0;0;0
25638;-18,-101;0;0;0
25639;-18,-100;0;0;0
25640;-18,-99;0;0;0
25641;-18,-98;0;0;0
25642;-18,-97;0;0;0
25643;-18,-96;0;0;0
25644;-18,-95;0;0;0
25645;-18,-94;0;0;0
25646;-18,-93;0;0;0
25647;-18,-92;0;0;0
25648;-18,-91;0;0;0
25649;-18,-90;0;0;0
25650;-18,-89;0;0;0
25651;-18,-88;0;0;0
25652;-18,-87;0;0;0
25653;-18,-86;0;0;0
25654;-18,-85;0;0;0
25655;-18,-84;0;0;0
25656;-18,-83;0;0;0
25657;-18,-82;0;0;0
25658;-18,-81;0;0;0
25659;-18,-80;0;0;0
25660;-18,-79;0;0;0
25661;-18,-78;0;0;0
25662;-18,-77;0;0;0
25663;-18,-76;0;0;0
25664;-18,-75;0;0;0
25665;-18,-74;0;0;0
25666;-18,-73;0;0;0
25667;-18,-72;0;0;0
25668;-18,-71;0;0;0
25669;-18,-70;0;0;0
25670;-18,-69;0;0;0
25671;-18,-68;0;0;0
25672;-18,-67;0;0;0
25673;-18,-66;0;0;0
25674;-18,-65;0;0;0
25675;-18,-64;0;0;0
25676;-18,-63;0;0;0
25677;-18,-62;0;0;0
25678;-18,-61;0;0;0
25679;-18,-60;0;0;0
25680;-18,-59;0;0;0
25681;-18,-58;0;0;0
25682;-18,-57;0;0;0
25683;-18,-56;0;0;0
25684;-18,-55;0;0;0
25685;-18,-54;0;0;0
25686;-18,-53;0;0;0
25687;-18,-52;0;0;0
25688;-18,-51;0;0;0
25689;-18,-50;0;0;0
25690;-18,-49;0;0;0
25691;-18,-48;0;0;0
25692;-18,-47;0;0;0
25693;-18,-46;0;0;0
25694;-18,-45;0;0;0
25695;-18,-44;0;0;0
25696;-18,-43;0;0;0
25697;-18,-42;0;0;0
25698;-18,-41;0;0;0
25699;-18,-40;0;0;0
25700;-18,-39;0;0;0
25701;-18,-38;0;0;0
25702;-18,-37;0;0;0
25703;-18,-36;0;0;0
25704;-18,-35;0;0;0
25705;-18,-34;0;0;0
25706;-18,-33;0;0;0
25707;-18,-32;0;0;0
25708;-18,-31;0;0;0
25709;-18,-30;0;0;0
25710;-18,-29;0;0;0
25711;-18,-28;0;0;0
25712;-18,-27;0;0;0
25713;-18,-26;0;0;0
25714;-18,-25;0;0;0
25715;-18,-24;0;0;0
25716;-18,-23;0;0;0
25717;-18,-22;0;0;0
25718;-18,-21;0;0;0
25719;-18,-20;0;0;0
25720;-18,-19;0;0;0
25721;-18,-18;0;0;0
25722;-18,-17;0;0;0
25723;-18,-16;0;0;0
25724;-18,-15;0;0;0
25725;-18,-14;0;0;0
25726;-18,-13;0;0;0
25727;-18,-12;0;0;0
25728;-18,-11;0;0;0
25729;-18,-10;0;0;0
25730;-18,-9;0;0;0
25731;-18,-8;0;0;0
25732;-18,-7;0;0;0
25733;-18,-6;0;0;0
25734;-18,-5;0;0;0
25735;-18,-4;0;0;0
25736;-18,-3;0;0;0
25737;-18,-2;0;0;0
25738;-18,-1;0;0;0
25739;-18,-0;0;0;0
25740;-18,0;0;0;0
25741;-18,1;0;0;0
25742;-18,2;0;0;0
25743;-18,3;0;0;0
25744;-18,4;0;0;0
25745;-18,5;0;0;0
25746;-18,6;0;0;0
25747;-18,7;0;0;0
25748;-18,8;0;0;0
25749;-18,9;0;0;0
25750;-18,10;0;0;0
25751;-18,11;0;0;0
25752;-18,12;0;0;0
