"","coordenadas","RECENCIA","FRECUENCIA","MAGNITUD","Segmento"
"724","-22,-113",0,0,0,8
"725","-22,-114",344,3,5,3
"726","-22,-12",525,2,4.85,3
"727","-22,-13",681,1,5.2,3
"728","-22,-173",371,4,4.9,3
"729","-22,-174",19,15,4.95333333333333,5
"730","-22,-175",122,12,4.93333333333333,5
"731","-22,-176",29,11,5.08181818181818,5
"732","-22,-177",46,4,4.825,5
"733","-22,-178",275,6,4.85,5
"734","-22,-179",32,37,4.77027027027027,5
"735","-22,-63",108,14,4.8,5
"736","-22,-64",224,1,5.4,5
"737","-22,-65",622,4,4.325,3
"738","-22,-66",18,105,4.21809523809524,4
"739","-22,-67",4,199,3.6713567839196,4
"740","-22,-68",1,922,3.20650759219089,2
"741","-22,-69",5,249,3.05943775100402,4
"742","-22,-70",19,254,2.95236220472441,4
"743","-22,-71",524,5,3.06,3
"744","-22,115",163,1,2.6,4
"745","-22,119",227,1,3,5
"746","-22,120",100,2,3.45,5
"747","-22,128",230,1,3.7,5
"748","-22,168",0,0,0,8
"749","-22,169",148,5,4.9,5
"750","-22,170",14,21,4.91904761904762,5
"751","-22,171",144,27,5.08888888888889,5
"752","-22,172",80,16,4.775,5
"753","-22,173",123,27,5.10740740740741,5
"754","-22,174",1501,1,5,7
"755","-22,179",233,17,4.68823529411765,5
"756","-22,32",0,0,0,8
"757","-22,33",0,0,0,8
"758","-22,36",58,1,3.3,5
"759","-22,69",911,2,4.65,6
"760","-23,-111",0,0,0,8
"761","-23,-112",715,4,5.05,3
"762","-23,-113",0,0,0,8
"763","-23,-114",1058,2,4.6,6
"764","-23,-115",472,4,4.725,3
"765","-23,-12",0,0,0,8
"766","-23,-13",237,3,4.93333333333333,5
"767","-23,-14",549,1,4.8,3
"768","-23,-171",340,1,4.6,3
"769","-23,-173",234,1,4.3,5
"770","-23,-174",92,8,5.2125,5
"771","-23,-175",14,33,5.00909090909091,5
"772","-23,-176",119,14,4.94285714285714,5
"773","-23,-177",169,13,5.26153846153846,5
"774","-23,-178",0,0,0,8
"775","-23,-179",55,85,4.64705882352941,5
"776","-23,-63",887,2,4.45,6
"777","-23,-64",393,9,4.78888888888889,3
"778","-23,-66",16,123,4.3520325203252,4
"779","-23,-67",4,478,3.80753138075314,4
"780","-23,-68",13,251,3.40358565737052,4
"781","-23,-69",39,220,3.19363636363636,4
"782","-23,-70",47,128,3.10546875,4
"783","-23,-71",23,8,3.3625,5
"784","-23,119",47,2,2.65,4
"785","-23,127",113,1,3.2,5
"786","-23,152",141,1,4.6,5
"787","-23,153",103,1,2.5,4
"788","-23,168",0,0,0,8
"789","-23,169",0,0,0,8
"790","-23,170",446,3,5,3
"791","-23,171",0,0,0,8
"792","-23,172",128,2,4.8,5
"793","-23,173",136,1,4.8,5
"794","-23,178",1397,1,4.7,7
"795","-23,179",129,36,4.74444444444444,5
"796","-23,25",0,0,0,8
"797","-23,26",0,0,0,8
"798","-23,32",0,0,0,8
"799","-23,36",0,0,0,8
"800","-23,43",1437,1,5.3,7
"801","-23,68",1371,1,4.8,7
"802","-23,69",329,3,4.76666666666667,3
"803","-23,70",0,0,0,8
"804","-23,82",130,6,5.2,5
"805","-24,-111",1250,1,4.9,6
"806","-24,-112",0,0,0,8
"807","-24,-115",1045,2,4.9,6
"808","-24,-116",704,1,5,3
"809","-24,-13",166,2,4.75,5
"810","-24,-174",86,2,4.5,5
"811","-24,-175",179,17,5.07647058823529,5
"812","-24,-176",107,16,5,5
"813","-24,-177",146,22,4.97727272727273,5
"814","-24,-178",136,3,4.36666666666667,5
"815","-24,-179",21,58,4.56379310344828,5
"816","-24,-63",0,0,0,8
"817","-24,-64",46,5,4.5,5
"818","-24,-65",230,3,4.5,5
"819","-24,-66",46,69,4.41449275362319,5
"820","-24,-67",2,570,3.88561403508772,2
"821","-24,-68",11,50,3.536,4
"822","-24,-69",14,118,3.34830508474576,4
"823","-24,-70",17,93,3.4741935483871,4
"824","-24,-71",297,5,3.94,5
"825","-24,-9",1647,1,5.8,7
"826","-24,111",219,2,3.2,5
"827","-24,115",51,2,2.9,4
"828","-24,136",81,1,2.3,4
"829","-24,15",0,0,0,8
"830","-24,150",397,2,2.8,3
"831","-24,168",0,0,0,8
"832","-24,169",1108,1,5.3,6
"833","-24,173",1705,1,5,7
"834","-24,178",510,5,5.4,3
"835","-24,179",30,46,4.66086956521739,5
"836","-24,27",1289,1,3.9,7
"837","-24,28",1126,1,4.5,6
"838","-24,29",175,1,2.4,4
"839","-24,69",783,2,4.9,6
"840","-24,70",0,0,0,8
"841","-24,82",149,1,5.5,5
"842","-25,-1",0,0,0,8
"843","-25,-105",0,0,0,8
"844","-25,-112",1247,1,5,6
"845","-25,-115",1164,1,4.9,6
"846","-25,-116",0,0,0,8
"847","-25,-13",325,2,5.1,5
"848","-25,-174",937,1,4.9,6
"849","-25,-175",587,6,5.13333333333333,3
"850","-25,-176",142,7,5.05714285714286,5
"851","-25,-177",261,10,4.8,5
"852","-25,-178",1204,1,4.8,6
"853","-25,-179",36,21,4.60952380952381,5
"854","-25,-45",0,0,0,8
"855","-25,-63",0,0,0,8
"856","-25,-64",442,3,5,3
"857","-25,-66",0,0,0,8
"858","-25,-68",134,12,3.94166666666667,5
"859","-25,-69",13,60,3.60666666666667,4
"860","-25,-70",4,90,3.56333333333333,4
"861","-25,-71",853,8,3.825,6
"862","-25,-72",0,0,0,8
"863","-25,113",379,1,3.3,3
"864","-25,116",170,3,2.9,4
"865","-25,117",388,1,2.8,3
"866","-25,129",24,76,3.17105263157895,4
"867","-25,130",132,1,2.9,4
"868","-25,132",614,5,3.5,3
"869","-25,138",373,1,2.9,3
"870","-25,139",184,1,2.8,4
"871","-25,15",0,0,0,8
"872","-25,151",67,5,2.98,4
"873","-25,154",519,3,5.53333333333333,3
"874","-25,16",0,0,0,8
"875","-25,176",806,1,5.1,6
"876","-25,177",645,1,4.6,3
"877","-25,178",50,14,5.11428571428571,5
"878","-25,179",162,29,4.7,5
"879","-25,30",1274,1,4.6,7
"880","-25,31",0,0,0,8
"881","-25,35",29,1,3.8,5
"882","-25,69",164,7,4.9,5
"883","-25,70",519,4,4.85,3
"884","-25,73",0,0,0,8
"885","-26,-107",0,0,0,8
"886","-26,-109",0,0,0,8
"887","-26,-11",139,4,5.025,5
"888","-26,-113",113,3,4.73333333333333,5
"889","-26,-114",833,15,5.28666666666667,6
"890","-26,-115",851,2,5.45,6
"891","-26,-116",1423,1,4.5,7
"892","-26,-13",1143,2,4.8,6
"893","-26,-14",1725,1,4.9,7
"894","-26,-175",520,2,4.85,3
"895","-26,-176",68,10,4.84,5
"896","-26,-177",82,11,4.94545454545455,5
"897","-26,-178",118,6,4.9,5
"898","-26,-179",19,6,4.66666666666667,5
"899","-26,-63",460,5,4.28,3
"900","-26,-64",0,0,0,8
"901","-26,-65",1265,1,4.1,7
"902","-26,-66",1268,1,5.3,7
"903","-26,-68",1122,3,3.93333333333333,6
"904","-26,-69",12,51,3.53137254901961,4
"905","-26,-70",21,51,3.67254901960784,4
"906","-26,-71",207,20,3.485,5
"907","-26,-72",1182,2,3.75,6
"908","-26,115",640,2,2.9,3
"909","-26,121",296,1,3,3
"910","-26,132",69,6,3.26666666666667,5
"911","-26,147",101,1,2.8,4
"912","-26,152",198,2,2.65,4
"913","-26,178",96,8,4.55,5
"914","-26,179",154,8,5,5
"915","-26,26",59,12,2.98333333333333,4
"916","-26,27",32,20,2.965,4
"917","-26,28",641,1,2.6,3
"918","-26,29",0,0,0,8
"919","-26,32",422,1,2.5,3
"920","-26,66",0,0,0,8
"921","-26,67",345,3,4.93333333333333,3
"922","-26,70",456,3,5.2,3
"923","-26,71",997,2,4.8,6
"924","-26,73",0,0,0,8
"925","-26,74",0,0,0,8
"926","-26,84",0,0,0,8
"927","-27,-112",0,0,0,8
"928","-27,-113",0,0,0,8
"929","-27,-13",669,1,4.9,3
"930","-27,-175",137,3,4.9,5
"931","-27,-176",92,31,5.08387096774194,5
"932","-27,-177",15,8,4.975,5
"933","-27,-178",231,6,4.83333333333333,5
"934","-27,-179",0,0,0,8
"935","-27,-62",989,1,5.3,6
"936","-27,-63",51,10,4.65,5
"937","-27,-64",31,2,4.45,5
"938","-27,-65",0,0,0,8
"939","-27,-66",45,27,4.5037037037037,5
"940","-27,-67",195,12,4.34166666666667,5
"941","-27,-68",1,11,3.56363636363636,5
"942","-27,-69",26,72,3.51666666666667,4
"943","-27,-70",67,86,3.48023255813954,4
"944","-27,-71",30,96,3.67708333333333,4
"945","-27,-72",0,0,0,8
"946","-27,113",20,1,3.1,4
"947","-27,119",258,1,2.3,4
"948","-27,128",645,1,3,3
"949","-27,135",36,2,2.8,4
"950","-27,137",6,1,3.3,5
"951","-27,139",73,1,2.7,4
"952","-27,140",1494,1,4.4,7
"953","-27,142",348,1,2.7,3
"954","-27,173",0,0,0,8
"955","-27,178",0,0,0,8
"956","-27,179",1222,1,6.3,6
"957","-27,26",123,4,3.45,5
"958","-27,31",11,1,2.8,4
"959","-27,38",0,0,0,8
"960","-27,59",178,1,4.8,5
"961","-27,6",165,1,4.4,5
"962","-27,61",0,0,0,8
"963","-27,65",398,1,4.5,3
"964","-27,66",163,1,4.9,5
"965","-27,67",0,0,0,8
"966","-27,73",0,0,0,8
"967","-27,74",437,2,5.2,3
"968","-27,75",0,0,0,8
"969","-28,-111",28,4,4.925,5
"970","-28,-112",111,5,5.56,5
"971","-28,-113",0,0,0,8
"972","-28,-12",307,3,4.83333333333333,5
"973","-28,-13",0,0,0,8
"974","-28,-174",654,1,5,3
"975","-28,-175",1271,2,5.4,7
"976","-28,-176",108,25,5.212,5
"977","-28,-177",44,11,5.03636363636364,5
"978","-28,-178",169,11,4.9,5
"979","-28,-179",307,1,4.5,5
"980","-28,-62",87,1,4.3,5
"981","-28,-63",1679,3,5.96666666666667,7
"982","-28,-64",87,2,4.6,5
"983","-28,-65",921,2,4.65,6
"984","-28,-66",227,10,4.6,5
"985","-28,-67",49,19,4.50526315789474,5
"986","-28,-68",17,14,4.23571428571429,5
"987","-28,-69",13,62,3.59193548387097,4
"988","-28,-70",29,129,3.59147286821705,4
"989","-28,-71",6,169,3.38047337278106,4
"990","-28,-72",7,8,3.725,5
"991","-28,-81",1128,1,4.6,6
"992","-28,114",451,1,2.4,3
"993","-28,115",126,1,2.4,4
"994","-28,119",169,1,2.9,4
"995","-28,126",205,1,3.4,5
"996","-28,136",82,9,2.66666666666667,4
"997","-28,137",495,1,2.7,3
"998","-28,151",530,1,2.8,3
"999","-28,172",0,0,0,8
"1000","-28,178",1324,1,5,7
"1001","-28,179",456,1,5.1,3
"1002","-28,19",0,0,0,8
"1003","-28,20",0,0,0,8
"1004","-28,26",349,2,2.65,3
"1005","-28,28",0,0,0,8
"1006","-28,60",127,2,4.25,5
"1007","-28,61",83,5,4.74,5
"1008","-28,62",0,0,0,8
"1009","-28,63",1248,1,5.1,6
"1010","-28,73",654,1,4.9,3
"1011","-28,74",26,2,4.65,5
"1012","-29,-111",254,7,4.98571428571429,5
"1013","-29,-112",726,2,5.15,3
"1014","-29,-13",1332,1,5.8,7
"1015","-29,-14",0,0,0,8
"1016","-29,-175",1706,1,5,7
"1017","-29,-176",286,20,4.98,5
"1018","-29,-177",101,29,5,5
"1019","-29,-178",391,11,4.78181818181818,3
"1020","-29,-179",161,7,4.65714285714286,5
"1021","-29,-3",679,1,5.1,3
"1022","-29,-64",415,1,5.5,3
"1023","-29,-66",236,2,4.05,5
"1024","-29,-67",574,5,4.36,3
"1025","-29,-68",198,20,4.1,5
"1026","-29,-69",99,36,3.62222222222222,4
"1027","-29,-70",5,63,3.45714285714286,4
"1028","-29,-71",3,344,3.54331395348837,4
"1029","-29,-72",28,100,3.79,4
"1030","-29,-73",1642,1,3.3,7
"1031","-29,114",243,1,2.9,4
"1032","-29,116",3,12,2.84166666666667,4
"1033","-29,121",192,1,2.9,4
"1034","-29,133",504,1,2.5,3
"1035","-29,137",28,11,2.94545454545455,4
"1036","-29,139",145,2,2.85,4
"1037","-29,143",0,0,0,8
"1038","-29,149",67,1,2.5,4
"1039","-29,171",505,1,5.3,3
"1040","-29,178",488,3,4.96666666666667,3
"1041","-29,18",0,0,0,8
"1042","-29,19",0,0,0,8
"1043","-29,20",0,0,0,8
"1044","-29,24",458,1,3.7,3
"1045","-29,25",473,1,2.5,3
"1046","-29,27",118,1,3.4,5
"1047","-29,28",300,1,2.7,3
"1048","-29,29",0,0,0,8
"1049","-29,30",330,1,3.7,3
"1050","-29,31",565,1,4.3,3
"1051","-29,60",17,20,4.745,5
"1052","-29,61",8,18,4.76111111111111,5
"1053","-29,74",207,2,5,5
"1054","-29,77",0,0,0,8
"1055","-3,-102",185,2,4.9,5
"1056","-3,-103",380,5,4.56,3
"1057","-3,-104",264,2,5.1,5
"1058","-3,-12",608,1,4.8,3
"1059","-3,-13",0,0,0,8
"1060","-3,-75",395,3,4.46666666666667,3
"1061","-3,-76",579,4,4.825,3
"1062","-3,-77",456,6,4.65,3
"1063","-3,-78",1343,2,4.7,7
"1064","-3,-79",188,5,4.68,5
"1065","-3,-80",49,15,4.58,5
"1066","-3,-81",32,3,4.4,5
"1067","-3,-82",1809,1,4.7,7
"1068","-3,-92",39,1,4.5,5
"1069","-3,100",261,27,4.93703703703704,5
"1070","-3,101",197,18,4.7,5
"1071","-3,102",216,9,4.53333333333333,5
"1072","-3,103",853,3,4.63333333333333,6
"1073","-3,118",0,0,0,8
"1074","-3,119",996,2,4.5,6
"1075","-3,120",1638,1,4.4,7
"1076","-3,121",0,0,0,8
"1077","-3,122",1160,1,4.5,6
"1078","-3,123",350,6,4.63333333333333,3
"1079","-3,126",101,5,4.42,5
"1080","-3,127",94,21,4.66666666666667,5
"1081","-3,128",25,23,4.62173913043478,5
"1082","-3,129",108,23,4.63913043478261,5
"1083","-3,130",57,20,4.66,5
"1084","-3,131",19,23,4.62173913043478,5
"1085","-3,133",265,2,4.2,5
"1086","-3,134",321,6,4.56666666666667,3
"1087","-3,135",29,22,4.71818181818182,5
"1088","-3,136",81,13,4.79230769230769,5
"1089","-3,137",30,11,4.61818181818182,5
"1090","-3,138",284,23,4.73913043478261,5
"1091","-3,139",16,23,4.64782608695652,5
"1092","-3,140",169,16,4.83125,5
"1093","-3,141",248,12,4.625,5
"1094","-3,142",255,10,5.02,5
"1095","-3,143",568,3,5.06666666666667,3
"1096","-3,144",47,9,4.96666666666667,5
"1097","-3,145",72,15,4.91333333333333,5
"1098","-3,146",42,25,4.736,5
"1099","-3,147",185,6,4.83333333333333,5
"1100","-3,148",303,15,5.08,5
"1101","-3,149",216,6,4.95,5
"1102","-3,150",77,7,4.75714285714286,5
"1103","-3,151",159,22,4.94090909090909,5
"1104","-3,152",5,17,5.11176470588235,5
"1105","-3,153",941,3,5.96666666666667,6
"1106","-3,154",315,3,4.63333333333333,5
"1107","-3,26",0,0,0,8
"1108","-3,28",379,2,4.9,3
"1109","-3,29",0,0,0,8
"1110","-3,34",0,0,0,8
"1111","-3,35",1228,1,4.5,6
"1112","-3,36",0,0,0,8
"1113","-3,39",0,0,0,8
"1114","-3,68",311,7,4.64285714285714,5
"1115","-3,69",0,0,0,8
"1116","-3,81",0,0,0,8
"1117","-3,86",1462,1,5.1,7
"1118","-3,89",1694,1,5.4,7
"1119","-3,98",0,0,0,8
"1120","-3,99",131,6,4.73333333333333,5
"1121","-30,-110",0,0,0,8
"1122","-30,-111",1466,2,4.7,7
"1123","-30,-13",195,1,4.3,5
"1124","-30,-174",1059,1,5,6
"1125","-30,-175",1654,1,5.1,7
"1126","-30,-176",126,20,5.11,5
"1127","-30,-177",2,90,5.04666666666667,5
"1128","-30,-178",140,26,5.05769230769231,5
"1129","-30,-179",263,13,4.96153846153846,5
"1130","-30,-64",5,2,4.4,5
"1131","-30,-65",1142,1,4.3,6
"1132","-30,-66",65,3,4.6,5
"1133","-30,-67",20,1,5.3,5
"1134","-30,-68",24,6,4.4,5
"1135","-30,-69",94,31,3.48387096774194,4
"1136","-30,-70",6,43,3.4093023255814,4
"1137","-30,-71",1,1271,3.66577498033045,2
"1138","-30,-72",4,274,3.73503649635036,4
"1139","-30,-73",466,2,4.65,3
"1140","-30,116",378,1,2,3
"1141","-30,117",2,50,2.296,4
"1142","-30,118",46,20,2.335,4
"1143","-30,121",68,7,3.08571428571429,4
"1144","-30,124",206,1,3.6,5
"1145","-30,125",214,1,3.7,5
"1146","-30,138",64,4,2.875,4
"1147","-30,139",250,2,2.45,4
"1148","-30,141",211,2,2.45,4
"1149","-30,150",86,3,3.26666666666667,5
"1150","-30,165",0,0,0,8
"1151","-30,177",793,1,4.7,6
"1152","-30,178",419,5,4.76,3
"1153","-30,179",200,10,4.68,5
"1154","-30,21",0,0,0,8
"1155","-30,28",0,0,0,8
"1156","-30,29",0,0,0,8
"1157","-30,58",103,1,5.4,5
"1158","-30,59",389,4,4.575,3
"1159","-30,60",342,2,5,3
"1160","-30,75",324,2,4.5,3
"1161","-30,76",765,1,4.7,6
"1162","-30,77",0,0,0,8
"1163","-31,-111",792,4,5.675,6
"1164","-31,-13",246,1,5.5,5
"1165","-31,-174",645,1,4.6,3
"1166","-31,-175",0,0,0,8
"1167","-31,-176",18,4,4.7,5
"1168","-31,-177",165,22,4.82727272727273,5
"1169","-31,-178",35,26,4.92307692307692,5
"1170","-31,-179",11,18,4.68888888888889,5
"1171","-31,-64",163,5,4.04,5
"1172","-31,-65",114,2,5.05,5
"1173","-31,-66",427,4,4.575,3
"1174","-31,-67",82,14,4.44285714285714,5
"1175","-31,-68",2,80,4.09875,4
"1176","-31,-69",15,146,3.57534246575342,4
"1177","-31,-70",11,157,3.24458598726115,4
"1178","-31,-71",3,1040,3.53355769230769,2
"1179","-31,-72",10,318,3.72767295597484,4
"1180","-31,-73",317,4,4.575,5
"1181","-31,-74",0,0,0,8
"1182","-31,116",336,1,2.3,3
"1183","-31,117",22,20,2.23,4
"1184","-31,119",94,2,2.75,4
"1185","-31,121",249,2,2.4,4
"1186","-31,122",168,1,3.1,5
"1187","-31,13",0,0,0,8
"1188","-31,131",189,1,2.7,4
"1189","-31,138",62,23,2.41304347826087,4
"1190","-31,139",220,3,2.6,4
"1191","-31,149",67,1,2.6,4
"1192","-31,150",640,1,2.3,3
"1193","-31,151",386,1,2.5,3
"1194","-31,174",289,1,4.6,5
"1195","-31,177",596,1,4.8,3
"1196","-31,178",349,5,4.64,3
"1197","-31,179",156,17,4.64117647058824,5
"1198","-31,18",493,1,3.1,3
"1199","-31,20",0,0,0,8
"1200","-31,24",0,0,0,8
"1201","-31,29",0,0,0,8
"1202","-31,57",173,6,4.91666666666667,5
"1203","-31,58",173,3,5.56666666666667,5
"1204","-31,59",0,0,0,8
"1205","-31,62",0,0,0,8
"1206","-31,76",812,1,5.2,6
"1207","-32,-109",228,1,5.3,5
"1208","-32,-110",814,5,5.92,6
"1209","-32,-111",572,5,5.18,3
"1210","-32,-13",0,0,0,8
"1211","-32,-14",1454,2,5,7
"1212","-32,-176",42,9,4.8,5
"1213","-32,-177",96,29,5.08275862068966,5
"1214","-32,-178",38,51,4.92156862745098,5
"1215","-32,-179",3,5,4.84,5
"1216","-32,-66",1569,1,4.6,7
"1217","-32,-67",16,6,4.83333333333333,5
"1218","-32,-68",49,14,4.31428571428571,5
"1219","-32,-69",9,70,3.42857142857143,4
"1220","-32,-70",1,249,3.19558232931727,4
"1221","-32,-71",1,938,3.17515991471215,2
"1222","-32,-72",1,117,3.58888888888889,4
"1223","-32,-73",264,1,2.8,4
"1224","-32,116",151,6,2.23333333333333,4
"1225","-32,121",110,2,2.7,4
"1226","-32,122",2,63,3.3015873015873,4
"1227","-32,132",383,1,2.5,3
"1228","-32,137",163,1,3,4
"1229","-32,138",9,31,2.30645161290323,4
"1230","-32,139",508,2,3.5,3
"1231","-32,148",64,2,2.45,4
"1232","-32,150",14,11,2.61818181818182,4
"1233","-32,151",73,17,2.36470588235294,4
"1234","-32,152",1574,1,3.5,7
"1235","-32,176",262,1,5.1,5
"1236","-32,179",137,14,4.55,5
"1237","-32,21",477,1,2.2,3
"1238","-32,22",340,1,2.6,3
"1239","-32,31",0,0,0,8
"1240","-32,56",979,1,5.3,6
"1241","-32,57",173,3,4.76666666666667,5
"1242","-32,78",0,0,0,8
"1243","-33,-108",371,1,4.8,3
"1244","-33,-109",20,2,4.95,5
"1245","-33,-15",320,2,5,5
"1246","-33,-16",0,0,0,8
"1247","-33,-17",0,0,0,8
"1248","-33,-176",337,3,4.63333333333333,3
"1249","-33,-177",2,12,5.13333333333333,5
"1250","-33,-178",53,41,4.89268292682927,5
"1251","-33,-179",107,14,4.83571428571429,5
"1252","-33,-67",972,4,4.325,6
"1253","-33,-68",162,14,3.51428571428571,5
"1254","-33,-69",110,16,3.2875,4
"1255","-33,-70",2,222,3.16666666666667,4
"1256","-33,-71",3,224,3.10178571428571,4
"1257","-33,-72",13,419,3.34343675417661,4
"1258","-33,-73",31,14,3.36428571428571,5
"1259","-33,-74",0,0,0,8
"1260","-33,105",1034,1,4.7,6
"1261","-33,115",487,1,3.2,3
"1262","-33,116",397,1,2.2,3
"1263","-33,117",305,1,2.6,3
"1264","-33,118",106,2,2.6,4
"1265","-33,119",31,3,2.43333333333333,4
"1266","-33,122",54,1,3.4,5
"1267","-33,135",48,1,2.4,4
"1268","-33,136",5,9,2.15555555555556,4
"1269","-33,137",376,1,2.2,3
"1270","-33,138",7,20,2.285,4
"1271","-33,139",37,2,2.95,4
"1272","-33,148",2,18,2.14444444444444,4
"1273","-33,149",113,30,2.09333333333333,4
"1274","-33,150",380,3,2.33333333333333,3
"1275","-33,152",208,1,4.1,5
"1276","-33,163",670,1,4.9,3
"1277","-33,17",0,0,0,8
"1278","-33,176",481,1,4.4,3
"1279","-33,178",1647,1,4.7,7
"1280","-33,179",104,11,4.70909090909091,5
"1281","-33,18",396,1,3.7,3
"1282","-33,19",0,0,0,8
"1283","-33,22",75,1,3.5,5
"1284","-33,56",1216,2,5.1,6
"1285","-33,57",1225,1,5.8,6
"1286","-33,58",0,0,0,8
"1287","-33,77",186,4,4.775,5
"1288","-33,78",1310,1,4.7,7
"1289","-34,-107",14,4,5.4,5
"1290","-34,-108",41,5,4.94,5
"1291","-34,-109",368,14,4.9,3
"1292","-34,-111",202,2,4.75,5
"1293","-34,-112",202,2,4.6,5
"1294","-34,-14",536,3,4.7,3
"1295","-34,-15",0,0,0,8
"1296","-34,-16",549,2,5.4,3
"1297","-34,-177",222,3,4.8,5
"1298","-34,-178",10,5,4.66,5
"1299","-34,-179",49,10,5.08,5
"1300","-34,-65",472,1,5.6,3
"1301","-34,-67",0,0,0,8
"1302","-34,-68",1229,1,3.2,6
"1303","-34,-69",1182,4,2.9,6
"1304","-34,-70",63,125,3.1464,4
"1305","-34,-71",11,325,3.24615384615385,4
"1306","-34,-72",50,372,3.20913978494624,4
"1307","-34,-73",22,58,3.56206896551724,4
"1308","-34,-74",11,4,3.975,5
"1309","-34,-75",0,0,0,8
"1310","-34,-95",0,0,0,8
"1311","-34,136",224,2,2.45,4
"1312","-34,137",303,1,2.4,4
"1313","-34,138",302,2,2.2,4
"1314","-34,139",200,2,2.25,4
"1315","-34,144",412,1,2.1,3
"1316","-34,147",227,1,2.4,4
"1317","-34,148",16,4,2.625,4
"1318","-34,149",17,5,2.3,4
"1319","-34,151",359,1,2.1,3
"1320","-34,174",780,1,4.4,6
"1321","-34,178",443,2,4.4,3
"1322","-34,179",135,11,4.88181818181818,5
"1323","-34,54",530,4,5.475,3
"1324","-34,56",1216,1,5.3,6
"1325","-34,58",74,1,4.2,5
"1326","-35,-100",1373,1,4.5,7
"1327","-35,-101",1738,1,5,7
"1328","-35,-102",69,3,5.5,5
"1329","-35,-103",80,6,5.31666666666667,5
"1330","-35,-104",587,4,5.1,3
"1331","-35,-105",531,3,5.63333333333333,3
"1332","-35,-106",372,3,4.83333333333333,3
"1333","-35,-107",568,2,4.9,3
"1334","-35,-108",1435,1,5.1,7
"1335","-35,-111",1750,1,4.6,7
"1336","-35,-112",0,0,0,8
"1337","-35,-14",1736,1,5.4,7
"1338","-35,-15",61,1,4.9,5
"1339","-35,-16",1406,2,5.25,7
"1340","-35,-17",564,1,6.9,3
"1341","-35,-175",958,1,4.7,6
"1342","-35,-177",0,0,0,8
"1343","-35,-178",59,9,5.06666666666667,5
"1344","-35,-179",544,10,4.93,3
"1345","-35,-69",0,0,0,8
"1346","-35,-70",57,29,3.58275862068966,5
"1347","-35,-71",58,143,3.41818181818182,4
"1348","-35,-72",17,94,3.44787234042553,4
"1349","-35,-73",34,141,3.7822695035461,4
"1350","-35,-74",478,9,3.72222222222222,3
"1351","-35,-92",1107,1,5.2,6
"1352","-35,-98",640,1,4.6,3
"1353","-35,-99",1373,1,4.5,7
"1354","-35,136",90,4,3.2,5
"1355","-35,138",289,3,2.23333333333333,4
"1356","-35,145",114,1,2.7,4
"1357","-35,148",326,2,2.9,3
"1358","-35,149",121,1,2,4
"1359","-35,151",397,1,2.2,3
"1360","-35,168",673,1,4.5,3
"1361","-35,174",201,1,3.6,5
"1362","-35,175",593,1,3.7,3
"1363","-35,176",767,2,3.75,6
"1364","-35,177",392,4,3.775,3
"1365","-35,178",167,6,4.58333333333333,5
"1366","-35,179",11,13,4.50769230769231,5
"1367","-35,53",31,2,5.1,5
"1368","-35,54",1259,1,5,7
"1369","-35,78",96,4,4.75,5
"1370","-36,-100",85,6,4.98333333333333,5
"1371","-36,-101",465,3,5.03333333333333,3
"1372","-36,-102",725,1,5.2,3
"1373","-36,-107",0,0,0,8
"1374","-36,-108",1303,1,4.8,7
"1375","-36,-110",1283,2,5.1,7
"1376","-36,-179",1634,1,4.7,7
"1377","-36,-20",0,0,0,8
"1378","-36,-39",1046,1,5,6
"1379","-36,-45",268,1,4.6,5
"1380","-36,-62",55,1,4,5
"1381","-36,-69",1368,1,3.7,7
"1382","-36,-70",239,7,4.44285714285714,5
"1383","-36,-71",52,50,3.506,4
"1384","-36,-72",27,51,3.55490196078431,4
"1385","-36,-73",48,207,3.84685990338164,4
"1386","-36,-74",162,16,3.4375,5
"1387","-36,-95",0,0,0,8
"1388","-36,-96",161,4,5.05,5
"1389","-36,-97",184,5,5.12,5
"1390","-36,-98",1599,2,5.45,7
"1391","-36,-99",785,5,4.68,6
"1392","-36,138",469,1,3.7,3
"1393","-36,144",74,3,2.53333333333333,4
"1394","-36,145",486,1,2,3
"1395","-36,146",276,1,2.5,4
"1396","-36,147",127,1,2.2,4
"1397","-36,148",49,8,2.325,4
"1398","-36,149",23,3,2.06666666666667,4
"1399","-36,152",10,1,2.4,4
"1400","-36,174",156,1,5,5
"1401","-36,176",273,6,3.36666666666667,5
"1402","-36,177",219,22,3.89545454545455,5
"1403","-36,178",194,6,5.03333333333333,5
"1404","-36,179",80,11,4.40909090909091,5
"1405","-36,52",543,4,4.75,3
"1406","-36,53",480,5,4.88,3
"1407","-36,78",507,4,5.125,3
"1408","-37,-111",248,1,4.7,5
"1409","-37,-17",0,0,0,8
"1410","-37,-179",328,4,4.9,3
"1411","-37,-70",48,2,4.25,5
"1412","-37,-71",99,10,3.33,5
"1413","-37,-72",53,22,3.55,5
"1414","-37,-73",41,78,4.05384615384615,4
"1415","-37,-74",88,55,3.76909090909091,4
"1416","-37,-75",351,15,4.21333333333333,3
"1417","-37,-93",0,0,0,8
"1418","-37,-94",288,2,4.85,5
"1419","-37,-95",205,4,4.875,5
"1420","-37,-96",239,3,4.86666666666667,5
"1421","-37,140",383,1,2.8,3
"1422","-37,142",397,1,2.1,3
"1423","-37,144",421,1,2.2,3
"1424","-37,145",48,3,2.76666666666667,4
"1425","-37,146",68,1,2.4,4
